"Level","ProvinceID","Province","MunicipalityID","Municipality","AgeGroup","Male","Female","Total","ScrapedOn"
"Municipality","8","North West","8824","NW404 - Maquassi Hills","60-69","2026","2444","4470","2026-09-22"
"Municipality","8","North West","8824","NW404 - Maquassi Hills","70-79","806","1219","2025","2026-09-22"
"Municipality","8","North West","8824","NW404 - Maquassi Hills","80+","247","535","782","2026-09-22"
"Municipality","8","North West","8826","NW405 - JB Marks","18-19","1847","2441","4288","2026-09-22"
"Municipality","8","North West","8826","NW405 - JB Marks","20-29","12716","16172","28888","2026-09-22"
"Municipality","8","North West","8826","NW405 - JB Marks","30-39","12150","13661","25811","2026-09-22"
"Municipality","8","North West","8826","NW405 - JB Marks","40-49","12334","13623","25957","2026-09-22"
"Municipality","8","North West","8826","NW405 - JB Marks","50-59","10534","11419","21953","2026-09-22"
"Municipality","8","North West","8826","NW405 - JB Marks","60-69","6500","8231","14731","2026-09-22"
"Municipality","8","North West","8826","NW405 - JB Marks","70-79","2771","4564","7335","2026-09-22"
"Municipality","8","North West","8826","NW405 - JB Marks","80+","1010","2028","3038","2026-09-22"
"Province","6","Northern Cape","","","18-19","8941","10617","19558","2026-09-22"
"Province","6","Northern Cape","","","20-29","61772","71755","133527","2026-09-22"
"Province","6","Northern Cape","","","30-39","79471","85759","165230","2026-09-22"
"Province","6","Northern Cape","","","40-49","75285","76617","151902","2026-09-22"
"Province","6","Northern Cape","","","50-59","55322","60689","116011","2026-09-22"
"Province","6","Northern Cape","","","60-69","34261","43556","77817","2026-09-22"
"Province","6","Northern Cape","","","70-79","13857","21914","35771","2026-09-22"
"Province","6","Northern Cape","","","80+","4356","9518","13874","2026-09-22"
"Municipality","6","Northern Cape","6602","NC061 - RICHTERSVELD","18-19","97","125","222","2026-09-22"
"Municipality","6","Northern Cape","6602","NC061 - RICHTERSVELD","20-29","626","633","1259","2026-09-22"
"Municipality","6","Northern Cape","6602","NC061 - RICHTERSVELD","30-39","831","723","1554","2026-09-22"
"Municipality","6","Northern Cape","6602","NC061 - RICHTERSVELD","40-49","873","727","1600","2026-09-22"
"Municipality","6","Northern Cape","6602","NC061 - RICHTERSVELD","50-59","718","720","1438","2026-09-22"
"Municipality","6","Northern Cape","6602","NC061 - RICHTERSVELD","60-69","482","554","1036","2026-09-22"
"Municipality","6","Northern Cape","6602","NC061 - RICHTERSVELD","70-79","193","243","436","2026-09-22"
"Municipality","6","Northern Cape","6602","NC061 - RICHTERSVELD","80+","61","83","144","2026-09-22"
"Municipality","6","Northern Cape","6603","NC062 - NAMA KHOI","18-19","350","401","751","2026-09-22"
"Municipality","6","Northern Cape","6603","NC062 - NAMA KHOI","20-29","2388","2611","4999","2026-09-22"
"Municipality","6","Northern Cape","6603","NC062 - NAMA KHOI","30-39","2940","3200","6140","2026-09-22"
"Municipality","6","Northern Cape","6603","NC062 - NAMA KHOI","40-49","3051","3185","6236","2026-09-22"
"Municipality","6","Northern Cape","6603","NC062 - NAMA KHOI","50-59","2807","2969","5776","2026-09-22"
"Municipality","6","Northern Cape","6603","NC062 - NAMA KHOI","60-69","1948","2368","4316","2026-09-22"
"Municipality","6","Northern Cape","6603","NC062 - NAMA KHOI","70-79","882","1293","2175","2026-09-22"
"Municipality","6","Northern Cape","6603","NC062 - NAMA KHOI","80+","262","467","729","2026-09-22"
"Municipality","6","Northern Cape","6604","NC064 - KAMIESBERG","18-19","115","101","216","2026-09-22"
"Municipality","6","Northern Cape","6604","NC064 - KAMIESBERG","20-29","696","675","1371","2026-09-22"
"Municipality","6","Northern Cape","6604","NC064 - KAMIESBERG","30-39","874","713","1587","2026-09-22"
"Municipality","6","Northern Cape","6604","NC064 - KAMIESBERG","40-49","733","646","1379","2026-09-22"
"Municipality","6","Northern Cape","6604","NC064 - KAMIESBERG","50-59","621","618","1239","2026-09-22"
"Municipality","6","Northern Cape","6604","NC064 - KAMIESBERG","60-69","506","578","1084","2026-09-22"
"Municipality","6","Northern Cape","6604","NC064 - KAMIESBERG","70-79","253","332","585","2026-09-22"
"Municipality","6","Northern Cape","6604","NC064 - KAMIESBERG","80+","95","157","252","2026-09-22"
"Municipality","6","Northern Cape","6605","NC065 - HANTAM","18-19","188","232","420","2026-09-22"
"Municipality","6","Northern Cape","6605","NC065 - HANTAM","20-29","1343","1403","2746","2026-09-22"
"Municipality","6","Northern Cape","6605","NC065 - HANTAM","30-39","1576","1645","3221","2026-09-22"
"Municipality","6","Northern Cape","6605","NC065 - HANTAM","40-49","1320","1297","2617","2026-09-22"
"Municipality","6","Northern Cape","6605","NC065 - HANTAM","50-59","1207","1346","2553","2026-09-22"
"Municipality","6","Northern Cape","6605","NC065 - HANTAM","60-69","872","1054","1926","2026-09-22"
"Municipality","6","Northern Cape","6605","NC065 - HANTAM","70-79","388","509","897","2026-09-22"
"Municipality","6","Northern Cape","6605","NC065 - HANTAM","80+","137","258","395","2026-09-22"
"Municipality","6","Northern Cape","6606","NC066 - KAROO HOOGLAND","18-19","82","96","178","2026-09-22"
"Municipality","6","Northern Cape","6606","NC066 - KAROO HOOGLAND","20-29","775","766","1541","2026-09-22"
"Municipality","6","Northern Cape","6606","NC066 - KAROO HOOGLAND","30-39","774","821","1595","2026-09-22"
"Municipality","6","Northern Cape","6606","NC066 - KAROO HOOGLAND","40-49","642","633","1275","2026-09-22"
"Municipality","6","Northern Cape","6606","NC066 - KAROO HOOGLAND","50-59","752","699","1451","2026-09-22"
"Municipality","6","Northern Cape","6606","NC066 - KAROO HOOGLAND","60-69","486","498","984","2026-09-22"
"Municipality","6","Northern Cape","6606","NC066 - KAROO HOOGLAND","70-79","197","291","488","2026-09-22"
"Municipality","6","Northern Cape","6606","NC066 - KAROO HOOGLAND","80+","65","182","247","2026-09-22"
"Municipality","6","Northern Cape","6607","NC067 - KH&#226;I-MA","18-19","118","120","238","2026-09-22"
"Municipality","6","Northern Cape","6607","NC067 - KH&#226;I-MA","20-29","888","809","1697","2026-09-22"
"Municipality","6","Northern Cape","6607","NC067 - KH&#226;I-MA","30-39","1411","1012","2423","2026-09-22"
"Municipality","6","Northern Cape","6607","NC067 - KH&#226;I-MA","40-49","1161","825","1986","2026-09-22"
"Municipality","6","Northern Cape","6607","NC067 - KH&#226;I-MA","50-59","805","698","1503","2026-09-22"
"Municipality","6","Northern Cape","6607","NC067 - KH&#226;I-MA","60-69","381","458","839","2026-09-22"
"Municipality","6","Northern Cape","6607","NC067 - KH&#226;I-MA","70-79","163","185","348","2026-09-22"
"Municipality","6","Northern Cape","6607","NC067 - KH&#226;I-MA","80+","46","86","132","2026-09-22"
"Municipality","6","Northern Cape","6610","NC071 - UBUNTU","18-19","169","198","367","2026-09-22"
"Municipality","6","Northern Cape","6610","NC071 - UBUNTU","20-29","1070","1243","2313","2026-09-22"
"Municipality","6","Northern Cape","6610","NC071 - UBUNTU","30-39","1118","1296","2414","2026-09-22"
"Municipality","6","Northern Cape","6610","NC071 - UBUNTU","40-49","982","1014","1996","2026-09-22"
"Municipality","6","Northern Cape","6610","NC071 - UBUNTU","50-59","818","928","1746","2026-09-22"
"Municipality","6","Northern Cape","6610","NC071 - UBUNTU","60-69","485","605","1090","2026-09-22"
"Municipality","6","Northern Cape","6610","NC071 - UBUNTU","70-79","219","278","497","2026-09-22"
"Municipality","6","Northern Cape","6610","NC071 - UBUNTU","80+","65","110","175","2026-09-22"
"Municipality","6","Northern Cape","6611","NC072 - UMSOBOMVU","18-19","395","452","847","2026-09-22"
"Municipality","6","Northern Cape","6611","NC072 - UMSOBOMVU","20-29","1810","1918","3728","2026-09-22"
"Municipality","6","Northern Cape","6611","NC072 - UMSOBOMVU","30-39","1962","2034","3996","2026-09-22"
"Municipality","6","Northern Cape","6611","NC072 - UMSOBOMVU","40-49","1653","1765","3418","2026-09-22"
"Municipality","6","Northern Cape","6611","NC072 - UMSOBOMVU","50-59","1240","1320","2560","2026-09-22"
"Municipality","6","Northern Cape","6611","NC072 - UMSOBOMVU","60-69","723","1087","1810","2026-09-22"
"Municipality","6","Northern Cape","6611","NC072 - UMSOBOMVU","70-79","311","478","789","2026-09-22"
"Municipality","6","Northern Cape","6611","NC072 - UMSOBOMVU","80+","118","201","319","2026-09-22"
"Municipality","6","Northern Cape","6612","NC073 - EMTHANJENI","18-19","321","415","736","2026-09-22"
"Municipality","6","Northern Cape","6612","NC073 - EMTHANJENI","20-29","2373","2647","5020","2026-09-22"
"Municipality","6","Northern Cape","6612","NC073 - EMTHANJENI","30-39","2783","2958","5741","2026-09-22"
"Municipality","6","Northern Cape","6612","NC073 - EMTHANJENI","40-49","2441","2619","5060","2026-09-22"
"Municipality","6","Northern Cape","6612","NC073 - EMTHANJENI","50-59","1864","2062","3926","2026-09-22"
"Municipality","6","Northern Cape","6612","NC073 - EMTHANJENI","60-69","1099","1530","2629","2026-09-22"
"Municipality","6","Northern Cape","6612","NC073 - EMTHANJENI","70-79","429","753","1182","2026-09-22"
"Municipality","6","Northern Cape","6612","NC073 - EMTHANJENI","80+","138","294","432","2026-09-22"
"Municipality","6","Northern Cape","6613","NC074 - KAREEBERG","18-19","123","173","296","2026-09-22"
"Municipality","6","Northern Cape","6613","NC074 - KAREEBERG","20-29","802","918","1720","2026-09-22"
"Municipality","6","Northern Cape","6613","NC074 - KAREEBERG","30-39","864","1011","1875","2026-09-22"
"Municipality","6","Northern Cape","6613","NC074 - KAREEBERG","40-49","713","713","1426","2026-09-22"
"Municipality","6","Northern Cape","6613","NC074 - KAREEBERG","50-59","613","643","1256","2026-09-22"
"Municipality","6","Northern Cape","6613","NC074 - KAREEBERG","60-69","405","495","900","2026-09-22"
"Municipality","6","Northern Cape","6613","NC074 - KAREEBERG","70-79","197","262","459","2026-09-22"
"Municipality","6","Northern Cape","6613","NC074 - KAREEBERG","80+","66","129","195","2026-09-22"
"Municipality","6","Northern Cape","6614","NC075 - RENOSTERBERG","18-19","111","149","260","2026-09-22"
"Municipality","6","Northern Cape","6614","NC075 - RENOSTERBERG","20-29","752","897","1649","2026-09-22"
"Municipality","6","Northern Cape","6614","NC075 - RENOSTERBERG","30-39","825","744","1569","2026-09-22"
"Municipality","6","Northern Cape","6614","NC075 - RENOSTERBERG","40-49","715","754","1469","2026-09-22"
"Municipality","6","Northern Cape","6614","NC075 - RENOSTERBERG","50-59","549","592","1141","2026-09-22"
"Municipality","6","Northern Cape","6614","NC075 - RENOSTERBERG","60-69","398","422","820","2026-09-22"
"Municipality","6","Northern Cape","6614","NC075 - RENOSTERBERG","70-79","186","251","437","2026-09-22"
"Municipality","6","Northern Cape","6614","NC075 - RENOSTERBERG","80+","40","86","126","2026-09-22"
"Municipality","6","Northern Cape","6615","NC076 - THEMBELIHLE","18-19","99","110","209","2026-09-22"
"Municipality","6","Northern Cape","6615","NC076 - THEMBELIHLE","20-29","843","942","1785","2026-09-22"
"Municipality","6","Northern Cape","6615","NC076 - THEMBELIHLE","30-39","1070","1183","2253","2026-09-22"
"Municipality","6","Northern Cape","6615","NC076 - THEMBELIHLE","40-49","984","1079","2063","2026-09-22"
"Municipality","6","Northern Cape","6615","NC076 - THEMBELIHLE","50-59","826","879","1705","2026-09-22"
"Municipality","6","Northern Cape","6615","NC076 - THEMBELIHLE","60-69","587","638","1225","2026-09-22"
"Municipality","6","Northern Cape","6615","NC076 - THEMBELIHLE","70-79","238","354","592","2026-09-22"
"Municipality","6","Northern Cape","6615","NC076 - THEMBELIHLE","80+","106","163","269","2026-09-22"
"Municipality","6","Northern Cape","6616","NC077 - SIYATHEMBA","18-19","203","222","425","2026-09-22"
"Municipality","6","Northern Cape","6616","NC077 - SIYATHEMBA","20-29","1269","1408","2677","2026-09-22"
"Municipality","6","Northern Cape","6616","NC077 - SIYATHEMBA","30-39","1599","1615","3214","2026-09-22"
"Municipality","6","Northern Cape","6616","NC077 - SIYATHEMBA","40-49","1456","1371","2827","2026-09-22"
"Municipality","6","Northern Cape","6616","NC077 - SIYATHEMBA","50-59","1081","1140","2221","2026-09-22"
"Municipality","6","Northern Cape","6616","NC077 - SIYATHEMBA","60-69","666","809","1475","2026-09-22"
"Municipality","6","Northern Cape","6616","NC077 - SIYATHEMBA","70-79","251","399","650","2026-09-22"
"Municipality","6","Northern Cape","6616","NC077 - SIYATHEMBA","80+","79","144","223","2026-09-22"
"Municipality","6","Northern Cape","6617","NC078 - SIYANCUMA","18-19","232","268","500","2026-09-22"
"Municipality","6","Northern Cape","6617","NC078 - SIYANCUMA","20-29","1800","2025","3825","2026-09-22"
"Municipality","6","Northern Cape","6617","NC078 - SIYANCUMA","30-39","2094","2524","4618","2026-09-22"
"Municipality","6","Northern Cape","6617","NC078 - SIYANCUMA","40-49","2062","2211","4273","2026-09-22"
"Municipality","6","Northern Cape","6617","NC078 - SIYANCUMA","50-59","1632","1762","3394","2026-09-22"
"Municipality","6","Northern Cape","6617","NC078 - SIYANCUMA","60-69","1034","1315","2349","2026-09-22"
"Municipality","6","Northern Cape","6617","NC078 - SIYANCUMA","70-79","476","633","1109","2026-09-22"
"Municipality","6","Northern Cape","6617","NC078 - SIYANCUMA","80+","154","289","443","2026-09-22"
"Municipality","6","Northern Cape","6621","NC082 - KAI !GARIB","18-19","350","361","711","2026-09-22"
"Municipality","6","Northern Cape","6621","NC082 - KAI !GARIB","20-29","3179","3392","6571","2026-09-22"
"Municipality","6","Northern Cape","6621","NC082 - KAI !GARIB","30-39","4256","4215","8471","2026-09-22"
"Municipality","6","Northern Cape","6621","NC082 - KAI !GARIB","40-49","3863","3482","7345","2026-09-22"
"Municipality","6","Northern Cape","6621","NC082 - KAI !GARIB","50-59","2924","2975","5899","2026-09-22"
"Municipality","6","Northern Cape","6621","NC082 - KAI !GARIB","60-69","1713","2071","3784","2026-09-22"
"Municipality","6","Northern Cape","6621","NC082 - KAI !GARIB","70-79","628","995","1623","2026-09-22"
"Municipality","6","Northern Cape","6621","NC082 - KAI !GARIB","80+","201","376","577","2026-09-22"
"Municipality","6","Northern Cape","6623","NC084 - !KHEIS","18-19","161","205","366","2026-09-22"
"Municipality","6","Northern Cape","6623","NC084 - !KHEIS","20-29","1301","1416","2717","2026-09-22"
"Municipality","6","Northern Cape","6623","NC084 - !KHEIS","30-39","1201","1230","2431","2026-09-22"
"Municipality","6","Northern Cape","6623","NC084 - !KHEIS","40-49","1118","1118","2236","2026-09-22"
"Municipality","6","Northern Cape","6623","NC084 - !KHEIS","50-59","829","891","1720","2026-09-22"
"Municipality","6","Northern Cape","6623","NC084 - !KHEIS","60-69","501","574","1075","2026-09-22"
"Municipality","6","Northern Cape","6623","NC084 - !KHEIS","70-79","206","278","484","2026-09-22"
"Municipality","6","Northern Cape","6623","NC084 - !KHEIS","80+","47","102","149","2026-09-22"
"Municipality","6","Northern Cape","6624","NC085 - TSANTSABANE","18-19","235","275","510","2026-09-22"
"Municipality","6","Northern Cape","6624","NC085 - TSANTSABANE","20-29","2196","2322","4518","2026-09-22"
"Municipality","6","Northern Cape","6624","NC085 - TSANTSABANE","30-39","3501","3088","6589","2026-09-22"
"Municipality","6","Northern Cape","6624","NC085 - TSANTSABANE","40-49","3138","2312","5450","2026-09-22"
"Municipality","6","Northern Cape","6624","NC085 - TSANTSABANE","50-59","1747","1638","3385","2026-09-22"
"Municipality","6","Northern Cape","6624","NC085 - TSANTSABANE","60-69","849","975","1824","2026-09-22"
"Municipality","6","Northern Cape","6624","NC085 - TSANTSABANE","70-79","330","507","837","2026-09-22"
"Municipality","6","Northern Cape","6624","NC085 - TSANTSABANE","80+","90","204","294","2026-09-22"
"Municipality","6","Northern Cape","6625","NC086 - KGATELOPELE","18-19","121","126","247","2026-09-22"
"Municipality","6","Northern Cape","6625","NC086 - KGATELOPELE","20-29","789","908","1697","2026-09-22"
"Municipality","6","Northern Cape","6625","NC086 - KGATELOPELE","30-39","1165","1144","2309","2026-09-22"
"Municipality","6","Northern Cape","6625","NC086 - KGATELOPELE","40-49","1099","1107","2206","2026-09-22"
"Municipality","6","Northern Cape","6625","NC086 - KGATELOPELE","50-59","816","801","1617","2026-09-22"
"Municipality","6","Northern Cape","6625","NC086 - KGATELOPELE","60-69","526","603","1129","2026-09-22"
"Municipality","6","Northern Cape","6625","NC086 - KGATELOPELE","70-79","192","244","436","2026-09-22"
"Municipality","6","Northern Cape","6625","NC086 - KGATELOPELE","80+","35","78","113","2026-09-22"
"Municipality","6","Northern Cape","6627","NC087 - Dawid Kruiper","18-19","802","889","1691","2026-09-22"
"Municipality","6","Northern Cape","6627","NC087 - Dawid Kruiper","20-29","5742","6662","12404","2026-09-22"
"Municipality","6","Northern Cape","6627","NC087 - Dawid Kruiper","30-39","7256","7839","15095","2026-09-22"
"Municipality","6","Northern Cape","6627","NC087 - Dawid Kruiper","40-49","6758","6977","13735","2026-09-22"
"Municipality","6","Northern Cape","6627","NC087 - Dawid Kruiper","50-59","5282","5828","11110","2026-09-22"
"Municipality","6","Northern Cape","6627","NC087 - Dawid Kruiper","60-69","3046","3903","6949","2026-09-22"
"Municipality","6","Northern Cape","6627","NC087 - Dawid Kruiper","70-79","1092","1865","2957","2026-09-22"
"Municipality","6","Northern Cape","6627","NC087 - Dawid Kruiper","80+","382","825","1207","2026-09-22"
"Municipality","6","Northern Cape","6046","NC091 - Sol Plaatje","18-19","1377","1978","3355","2026-09-22"
"Municipality","6","Northern Cape","6046","NC091 - Sol Plaatje","20-29","10366","13520","23886","2026-09-22"
"Municipality","6","Northern Cape","6046","NC091 - Sol Plaatje","30-39","14554","16899","31453","2026-09-22"
"Municipality","6","Northern Cape","6046","NC091 - Sol Plaatje","40-49","15168","16512","31680","2026-09-22"
"Municipality","6","Northern Cape","6046","NC091 - Sol Plaatje","50-59","11463","13368","24831","2026-09-22"
"Municipality","6","Northern Cape","6046","NC091 - Sol Plaatje","60-69","6970","9291","16261","2026-09-22"
"Municipality","6","Northern Cape","6046","NC091 - Sol Plaatje","70-79","2793","4796","7589","2026-09-22"
"Municipality","6","Northern Cape","6046","NC091 - Sol Plaatje","80+","842","2148","2990","2026-09-22"
"Municipality","6","Northern Cape","6047","NC092 - Dikgatlong","18-19","269","343","612","2026-09-22"
"Municipality","6","Northern Cape","6047","NC092 - Dikgatlong","20-29","1970","2424","4394","2026-09-22"
"Municipality","6","Northern Cape","6047","NC092 - Dikgatlong","30-39","2479","2816","5295","2026-09-22"
"Municipality","6","Northern Cape","6047","NC092 - Dikgatlong","40-49","2572","2606","5178","2026-09-22"
"Municipality","6","Northern Cape","6047","NC092 - Dikgatlong","50-59","2013","2172","4185","2026-09-22"
"Municipality","6","Northern Cape","6047","NC092 - Dikgatlong","60-69","1225","1485","2710","2026-09-22"
"Municipality","6","Northern Cape","6047","NC092 - Dikgatlong","70-79","473","727","1200","2026-09-22"
"Municipality","6","Northern Cape","6047","NC092 - Dikgatlong","80+","151","302","453","2026-09-22"
"Municipality","6","Northern Cape","6048","NC093 - Magareng","18-19","212","226","438","2026-09-22"
"Municipality","6","Northern Cape","6048","NC093 - Magareng","20-29","1079","1221","2300","2026-09-22"
"Municipality","6","Northern Cape","6048","NC093 - Magareng","30-39","1387","1467","2854","2026-09-22"
"Municipality","6","Northern Cape","6048","NC093 - Magareng","40-49","1249","1328","2577","2026-09-22"
"Municipality","6","Northern Cape","6048","NC093 - Magareng","50-59","986","1133","2119","2026-09-22"
"Municipality","6","Northern Cape","6048","NC093 - Magareng","60-69","677","906","1583","2026-09-22"
"Municipality","6","Northern Cape","6048","NC093 - Magareng","70-79","269","475","744","2026-09-22"
"Municipality","6","Northern Cape","6048","NC093 - Magareng","80+","85","190","275","2026-09-22"
"Municipality","6","Northern Cape","6045","NC094 - Phokwane","18-19","430","414","844","2026-09-22"
"Municipality","6","Northern Cape","6045","NC094 - Phokwane","20-29","2656","3020","5676","2026-09-22"
"Municipality","6","Northern Cape","6045","NC094 - Phokwane","30-39","3742","4195","7937","2026-09-22"
"Municipality","6","Northern Cape","6045","NC094 - Phokwane","40-49","3650","3937","7587","2026-09-22"
"Municipality","6","Northern Cape","6045","NC094 - Phokwane","50-59","2674","3172","5846","2026-09-22"
"Municipality","6","Northern Cape","6045","NC094 - Phokwane","60-69","1822","2401","4223","2026-09-22"
"Municipality","6","Northern Cape","6045","NC094 - Phokwane","70-79","812","1253","2065","2026-09-22"
"Municipality","6","Northern Cape","6045","NC094 - Phokwane","80+","281","571","852","2026-09-22"
"Municipality","6","Northern Cape","6015","NC451 - Joe Morolong","18-19","1057","1135","2192","2026-09-22"
"Municipality","6","Northern Cape","6015","NC451 - Joe Morolong","20-29","5522","6424","11946","2026-09-22"
"Municipality","6","Northern Cape","6015","NC451 - Joe Morolong","30-39","6209","7270","13479","2026-09-22"
"Municipality","6","Northern Cape","6015","NC451 - Joe Morolong","40-49","5306","6185","11491","2026-09-22"
"Municipality","6","Northern Cape","6015","NC451 - Joe Morolong","50-59","3706","4610","8316","2026-09-22"
"Municipality","6","Northern Cape","6015","NC451 - Joe Morolong","60-69","2858","3929","6787","2026-09-22"
"Municipality","6","Northern Cape","6015","NC451 - Joe Morolong","70-79","1325","2290","3615","2026-09-22"
"Municipality","6","Northern Cape","6015","NC451 - Joe Morolong","80+","441","1159","1600","2026-09-22"
"Municipality","6","Northern Cape","6012","NC452 - GA-SEGONYANA","18-19","958","1178","2136","2026-09-22"
"Municipality","6","Northern Cape","6012","NC452 - GA-SEGONYANA","20-29","5996","7797","13793","2026-09-22"
"Municipality","6","Northern Cape","6012","NC452 - GA-SEGONYANA","30-39","7746","9379","17125","2026-09-22"
"Municipality","6","Northern Cape","6012","NC452 - GA-SEGONYANA","40-49","7831","8419","16250","2026-09-22"
"Municipality","6","Northern Cape","6012","NC452 - GA-SEGONYANA","50-59","4684","5629","10313","2026-09-22"
"Municipality","6","Northern Cape","6012","NC452 - GA-SEGONYANA","60-69","2821","3675","6496","2026-09-22"
"Municipality","6","Northern Cape","6012","NC452 - GA-SEGONYANA","70-79","970","1736","2706","2026-09-22"
"Municipality","6","Northern Cape","6012","NC452 - GA-SEGONYANA","80+","282","742","1024","2026-09-22"
"Municipality","6","Northern Cape","6013","NC453 - GAMAGARA","18-19","366","425","791","2026-09-22"
"Municipality","6","Northern Cape","6013","NC453 - GAMAGARA","20-29","3541","3754","7295","2026-09-22"
"Municipality","6","Northern Cape","6013","NC453 - GAMAGARA","30-39","5254","4738","9992","2026-09-22"
"Municipality","6","Northern Cape","6013","NC453 - GAMAGARA","40-49","4747","3795","8542","2026-09-22"
"Municipality","6","Northern Cape","6013","NC453 - GAMAGARA","50-59","2665","2096","4761","2026-09-22"
"Municipality","6","Northern Cape","6013","NC453 - GAMAGARA","60-69","1181","1332","2513","2026-09-22"
"Municipality","6","Northern Cape","6013","NC453 - GAMAGARA","70-79","384","487","871","2026-09-22"
"Municipality","6","Northern Cape","6013","NC453 - GAMAGARA","80+","87","172","259","2026-09-22"
"Province","9","Western Cape","","","18-19","24605","34589","59194","2026-09-22"
"Province","9","Western Cape","","","20-29","206515","286315","492830","2026-09-22"
"Province","9","Western Cape","","","30-39","317740","399767","717507","2026-09-22"
"Province","9","Western Cape","","","40-49","351895","407429","759324","2026-09-22"
"Province","9","Western Cape","","","50-59","301252","348294","649546","2026-09-22"
"Province","9","Western Cape","","","60-69","196878","253908","450786","2026-09-22"
"Province","9","Western Cape","","","70-79","92954","136445","229399","2026-09-22"
"Province","9","Western Cape","","","80+","34123","63638","97761","2026-09-22"
"Municipality","9","Western Cape","9006","CPT - City of Cape Town","18-19","13003","19583","32586","2026-09-22"
"Municipality","9","Western Cape","9006","CPT - City of Cape Town","20-29","119972","174909","294881","2026-09-22"
"Municipality","9","Western Cape","9006","CPT - City of Cape Town","30-39","196654","256536","453190","2026-09-22"
"Municipality","9","Western Cape","9006","CPT - City of Cape Town","40-49","226597","269500","496097","2026-09-22"
"Municipality","9","Western Cape","9006","CPT - City of Cape Town","50-59","189196","221025","410221","2026-09-22"
"Municipality","9","Western Cape","9006","CPT - City of Cape Town","60-69","118563","156956","275519","2026-09-22"
"Municipality","9","Western Cape","9006","CPT - City of Cape Town","70-79","53557","83258","136815","2026-09-22"
"Municipality","9","Western Cape","9006","CPT - City of Cape Town","80+","20038","39091","59129","2026-09-22"
"Municipality","9","Western Cape","9902","WC011 - Matzikama","18-19","506","628","1134","2026-09-22"
"Municipality","9","Western Cape","9902","WC011 - Matzikama","20-29","2904","3646","6550","2026-09-22"
"Municipality","9","Western Cape","9902","WC011 - Matzikama","30-39","3760","4398","8158","2026-09-22"
"Municipality","9","Western Cape","9902","WC011 - Matzikama","40-49","3543","3686","7229","2026-09-22"
"Municipality","9","Western Cape","9902","WC011 - Matzikama","50-59","2975","3168","6143","2026-09-22"
"Municipality","9","Western Cape","9902","WC011 - Matzikama","60-69","2039","2355","4394","2026-09-22"
"Municipality","9","Western Cape","9902","WC011 - Matzikama","70-79","810","1124","1934","2026-09-22"
"Municipality","9","Western Cape","9902","WC011 - Matzikama","80+","237","544","781","2026-09-22"
"Municipality","9","Western Cape","9903","WC012 - Cederberg","18-19","256","346","602","2026-09-22"
"Municipality","9","Western Cape","9903","WC012 - Cederberg","20-29","2349","2783","5132","2026-09-22"
"Municipality","9","Western Cape","9903","WC012 - Cederberg","30-39","3235","3594","6829","2026-09-22"
"Municipality","9","Western Cape","9903","WC012 - Cederberg","40-49","2999","3042","6041","2026-09-22"
"Municipality","9","Western Cape","9903","WC012 - Cederberg","50-59","2477","2731","5208","2026-09-22"
"Municipality","9","Western Cape","9903","WC012 - Cederberg","60-69","1693","1958","3651","2026-09-22"
"Municipality","9","Western Cape","9903","WC012 - Cederberg","70-79","705","881","1586","2026-09-22"
"Municipality","9","Western Cape","9903","WC012 - Cederberg","80+","229","434","663","2026-09-22"
"Municipality","9","Western Cape","9904","WC013 - Bergrivier","18-19","249","352","601","2026-09-22"
"Municipality","9","Western Cape","9904","WC013 - Bergrivier","20-29","2042","2557","4599","2026-09-22"
"Municipality","9","Western Cape","9904","WC013 - Bergrivier","30-39","2671","3309","5980","2026-09-22"
"Municipality","9","Western Cape","9904","WC013 - Bergrivier","40-49","2864","3216","6080","2026-09-22"
"Municipality","9","Western Cape","9904","WC013 - Bergrivier","50-59","3094","3356","6450","2026-09-22"
"Municipality","9","Western Cape","9904","WC013 - Bergrivier","60-69","2393","2986","5379","2026-09-22"
"Municipality","9","Western Cape","9904","WC013 - Bergrivier","70-79","1250","1561","2811","2026-09-22"
"Municipality","9","Western Cape","9904","WC013 - Bergrivier","80+","345","690","1035","2026-09-22"
"Municipality","9","Western Cape","9905","WC014 - Saldanha Bay","18-19","643","814","1457","2026-09-22"
"Municipality","9","Western Cape","9905","WC014 - Saldanha Bay","20-29","5353","6818","12171","2026-09-22"
"Municipality","9","Western Cape","9905","WC014 - Saldanha Bay","30-39","7531","8833","16364","2026-09-22"
"Municipality","9","Western Cape","9905","WC014 - Saldanha Bay","40-49","7419","7690","15109","2026-09-22"
"Municipality","9","Western Cape","9905","WC014 - Saldanha Bay","50-59","6292","6901","13193","2026-09-22"
"Municipality","9","Western Cape","9905","WC014 - Saldanha Bay","60-69","4768","6033","10801","2026-09-22"
"Municipality","9","Western Cape","9905","WC014 - Saldanha Bay","70-79","2385","2904","5289","2026-09-22"
"Municipality","9","Western Cape","9905","WC014 - Saldanha Bay","80+","653","1031","1684","2026-09-22"
"Municipality","9","Western Cape","9906","WC015 - Swartland","18-19","560","985","1545","2026-09-22"
"Municipality","9","Western Cape","9906","WC015 - Swartland","20-29","3214","4795","8009","2026-09-22"
"Municipality","9","Western Cape","9906","WC015 - Swartland","30-39","5017","6464","11481","2026-09-22"
"Municipality","9","Western Cape","9906","WC015 - Swartland","40-49","5559","6326","11885","2026-09-22"
