"Level","ProvinceID","Province","MunicipalityID","Municipality","AgeGroup","Male","Female","Total","ScrapedOn"
"Municipality","3","Gauteng","3002","EKU - Ekurhuleni","60-69","88296","103862","192158","2026-09-22"
"Municipality","3","Gauteng","3002","EKU - Ekurhuleni","70-79","34882","49110","83992","2026-09-22"
"Municipality","3","Gauteng","3002","EKU - Ekurhuleni","80+","10433","19254","29687","2026-09-22"
"Municipality","3","Gauteng","3302","GT421 - Emfuleni","18-19","2497","3876","6373","2026-09-22"
"Municipality","3","Gauteng","3302","GT421 - Emfuleni","20-29","22513","30921","53434","2026-09-22"
"Municipality","3","Gauteng","3302","GT421 - Emfuleni","30-39","36196","43337","79533","2026-09-22"
"Municipality","3","Gauteng","3302","GT421 - Emfuleni","40-49","40497","42694","83191","2026-09-22"
"Municipality","3","Gauteng","3302","GT421 - Emfuleni","50-59","32686","35897","68583","2026-09-22"
"Municipality","3","Gauteng","3302","GT421 - Emfuleni","60-69","21352","27753","49105","2026-09-22"
"Municipality","3","Gauteng","3302","GT421 - Emfuleni","70-79","9314","14105","23419","2026-09-22"
"Municipality","3","Gauteng","3302","GT421 - Emfuleni","80+","2570","5332","7902","2026-09-22"
"Municipality","3","Gauteng","3303","GT422 - Midvaal","18-19","519","641","1160","2026-09-22"
"Municipality","3","Gauteng","3303","GT422 - Midvaal","20-29","4213","4775","8988","2026-09-22"
"Municipality","3","Gauteng","3303","GT422 - Midvaal","30-39","6735","7405","14140","2026-09-22"
"Municipality","3","Gauteng","3303","GT422 - Midvaal","40-49","7320","7248","14568","2026-09-22"
"Municipality","3","Gauteng","3303","GT422 - Midvaal","50-59","6433","6304","12737","2026-09-22"
"Municipality","3","Gauteng","3303","GT422 - Midvaal","60-69","4212","4486","8698","2026-09-22"
"Municipality","3","Gauteng","3303","GT422 - Midvaal","70-79","1939","2419","4358","2026-09-22"
"Municipality","3","Gauteng","3303","GT422 - Midvaal","80+","626","996","1622","2026-09-22"
"Municipality","3","Gauteng","3304","GT423 - Lesedi","18-19","395","578","973","2026-09-22"
"Municipality","3","Gauteng","3304","GT423 - Lesedi","20-29","3684","4901","8585","2026-09-22"
"Municipality","3","Gauteng","3304","GT423 - Lesedi","30-39","5753","6884","12637","2026-09-22"
"Municipality","3","Gauteng","3304","GT423 - Lesedi","40-49","6185","6496","12681","2026-09-22"
"Municipality","3","Gauteng","3304","GT423 - Lesedi","50-59","4779","5023","9802","2026-09-22"
"Municipality","3","Gauteng","3304","GT423 - Lesedi","60-69","2986","3645","6631","2026-09-22"
"Municipality","3","Gauteng","3304","GT423 - Lesedi","70-79","1342","1884","3226","2026-09-22"
"Municipality","3","Gauteng","3304","GT423 - Lesedi","80+","419","785","1204","2026-09-22"
"Municipality","3","Gauteng","3040","GT481 - Mogale City","18-19","1382","1914","3296","2026-09-22"
"Municipality","3","Gauteng","3040","GT481 - Mogale City","20-29","12429","15860","28289","2026-09-22"
"Municipality","3","Gauteng","3040","GT481 - Mogale City","30-39","21391","23324","44715","2026-09-22"
"Municipality","3","Gauteng","3040","GT481 - Mogale City","40-49","23353","23331","46684","2026-09-22"
"Municipality","3","Gauteng","3040","GT481 - Mogale City","50-59","18652","19354","38006","2026-09-22"
"Municipality","3","Gauteng","3040","GT481 - Mogale City","60-69","11347","13669","25016","2026-09-22"
"Municipality","3","Gauteng","3040","GT481 - Mogale City","70-79","5064","6787","11851","2026-09-22"
"Municipality","3","Gauteng","3040","GT481 - Mogale City","80+","1594","2796","4390","2026-09-22"
"Municipality","3","Gauteng","3039","GT484 - Merafong City","18-19","654","896","1550","2026-09-22"
"Municipality","3","Gauteng","3039","GT484 - Merafong City","20-29","6303","7880","14183","2026-09-22"
"Municipality","3","Gauteng","3039","GT484 - Merafong City","30-39","11733","12131","23864","2026-09-22"
"Municipality","3","Gauteng","3039","GT484 - Merafong City","40-49","13250","11049","24299","2026-09-22"
"Municipality","3","Gauteng","3039","GT484 - Merafong City","50-59","9112","8287","17399","2026-09-22"
"Municipality","3","Gauteng","3039","GT484 - Merafong City","60-69","5576","6045","11621","2026-09-22"
"Municipality","3","Gauteng","3039","GT484 - Merafong City","70-79","2002","2530","4532","2026-09-22"
"Municipality","3","Gauteng","3039","GT484 - Merafong City","80+","540","910","1450","2026-09-22"
"Municipality","3","Gauteng","3332","GT485 - Rand West City","18-19","954","1322","2276","2026-09-22"
"Municipality","3","Gauteng","3332","GT485 - Rand West City","20-29","10004","13176","23180","2026-09-22"
"Municipality","3","Gauteng","3332","GT485 - Rand West City","30-39","16393","17342","33735","2026-09-22"
"Municipality","3","Gauteng","3332","GT485 - Rand West City","40-49","17310","15737","33047","2026-09-22"
"Municipality","3","Gauteng","3332","GT485 - Rand West City","50-59","12086","12558","24644","2026-09-22"
"Municipality","3","Gauteng","3332","GT485 - Rand West City","60-69","7591","8843","16434","2026-09-22"
"Municipality","3","Gauteng","3332","GT485 - Rand West City","70-79","2688","3764","6452","2026-09-22"
"Municipality","3","Gauteng","3332","GT485 - Rand West City","80+","799","1414","2213","2026-09-22"
"Municipality","3","Gauteng","3003","JHB - City of Johannesburg","18-19","14780","21320","36100","2026-09-22"
"Municipality","3","Gauteng","3003","JHB - City of Johannesburg","20-29","149141","200476","349617","2026-09-22"
"Municipality","3","Gauteng","3003","JHB - City of Johannesburg","30-39","268875","301406","570281","2026-09-22"
"Municipality","3","Gauteng","3003","JHB - City of Johannesburg","40-49","285840","292996","578836","2026-09-22"
"Municipality","3","Gauteng","3003","JHB - City of Johannesburg","50-59","223902","225591","449493","2026-09-22"
"Municipality","3","Gauteng","3003","JHB - City of Johannesburg","60-69","118362","144922","263284","2026-09-22"
"Municipality","3","Gauteng","3003","JHB - City of Johannesburg","70-79","48681","72584","121265","2026-09-22"
"Municipality","3","Gauteng","3003","JHB - City of Johannesburg","80+","17174","31335","48509","2026-09-22"
"Municipality","3","Gauteng","3004","TSH - City of Tshwane","18-19","12101","17043","29144","2026-09-22"
"Municipality","3","Gauteng","3004","TSH - City of Tshwane","20-29","108292","144065","252357","2026-09-22"
"Municipality","3","Gauteng","3004","TSH - City of Tshwane","30-39","169526","201472","370998","2026-09-22"
"Municipality","3","Gauteng","3004","TSH - City of Tshwane","40-49","187872","198571","386443","2026-09-22"
"Municipality","3","Gauteng","3004","TSH - City of Tshwane","50-59","152287","159191","311478","2026-09-22"
"Municipality","3","Gauteng","3004","TSH - City of Tshwane","60-69","89979","108208","198187","2026-09-22"
"Municipality","3","Gauteng","3004","TSH - City of Tshwane","70-79","40231","55940","96171","2026-09-22"
"Municipality","3","Gauteng","3004","TSH - City of Tshwane","80+","13254","25925","39179","2026-09-22"
"Province","4","KwaZulu-Natal","","","18-19","68588","86658","155246","2026-09-22"
"Province","4","KwaZulu-Natal","","","20-29","488561","622985","1111546","2026-09-22"
"Province","4","KwaZulu-Natal","","","30-39","708608","838653","1547261","2026-09-22"
"Province","4","KwaZulu-Natal","","","40-49","587926","677526","1265452","2026-09-22"
"Province","4","KwaZulu-Natal","","","50-59","383745","492508","876253","2026-09-22"
"Province","4","KwaZulu-Natal","","","60-69","237320","369600","606920","2026-09-22"
"Province","4","KwaZulu-Natal","","","70-79","114116","205660","319776","2026-09-22"
"Province","4","KwaZulu-Natal","","","80+","40876","105494","146370","2026-09-22"
"Municipality","4","KwaZulu-Natal","4005","ETH - eThekwini","18-19","14514","20319","34833","2026-09-22"
"Municipality","4","KwaZulu-Natal","4005","ETH - eThekwini","20-29","129951","178428","308379","2026-09-22"
"Municipality","4","KwaZulu-Natal","4005","ETH - eThekwini","30-39","242797","273819","516616","2026-09-22"
"Municipality","4","KwaZulu-Natal","4005","ETH - eThekwini","40-49","228097","240888","468985","2026-09-22"
"Municipality","4","KwaZulu-Natal","4005","ETH - eThekwini","50-59","153813","176008","329821","2026-09-22"
"Municipality","4","KwaZulu-Natal","4005","ETH - eThekwini","60-69","90203","126852","217055","2026-09-22"
"Municipality","4","KwaZulu-Natal","4005","ETH - eThekwini","70-79","42551","68953","111504","2026-09-22"
"Municipality","4","KwaZulu-Natal","4005","ETH - eThekwini","80+","14272","30407","44679","2026-09-22"
"Municipality","4","KwaZulu-Natal","4403","KZN212 - uMdoni","18-19","1399","1499","2898","2026-09-22"
"Municipality","4","KwaZulu-Natal","4403","KZN212 - uMdoni","20-29","6675","8352","15027","2026-09-22"
"Municipality","4","KwaZulu-Natal","4403","KZN212 - uMdoni","30-39","9333","10879","20212","2026-09-22"
"Municipality","4","KwaZulu-Natal","4403","KZN212 - uMdoni","40-49","7375","8425","15800","2026-09-22"
"Municipality","4","KwaZulu-Natal","4403","KZN212 - uMdoni","50-59","5066","6875","11941","2026-09-22"
"Municipality","4","KwaZulu-Natal","4403","KZN212 - uMdoni","60-69","3907","5958","9865","2026-09-22"
"Municipality","4","KwaZulu-Natal","4403","KZN212 - uMdoni","70-79","2174","3369","5543","2026-09-22"
"Municipality","4","KwaZulu-Natal","4403","KZN212 - uMdoni","80+","982","2177","3159","2026-09-22"
"Municipality","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","18-19","1428","1653","3081","2026-09-22"
"Municipality","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","20-29","7698","8552","16250","2026-09-22"
"Municipality","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","30-39","9663","11004","20667","2026-09-22"
"Municipality","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","40-49","7299","8337","15636","2026-09-22"
"Municipality","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","50-59","4627","6734","11361","2026-09-22"
"Municipality","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","60-69","3405","6095","9500","2026-09-22"
"Municipality","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","70-79","1905","3390","5295","2026-09-22"
"Municipality","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","80+","690","2120","2810","2026-09-22"
"Municipality","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","18-19","980","1176","2156","2026-09-22"
"Municipality","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","20-29","5314","5649","10963","2026-09-22"
"Municipality","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","30-39","6188","7426","13614","2026-09-22"
"Municipality","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","40-49","4175","5528","9703","2026-09-22"
"Municipality","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","50-59","2544","4270","6814","2026-09-22"
"Municipality","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","60-69","1795","3242","5037","2026-09-22"
"Municipality","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","70-79","844","1684","2528","2026-09-22"
"Municipality","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","80+","310","985","1295","2026-09-22"
"Municipality","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","18-19","2638","3394","6032","2026-09-22"
"Municipality","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","20-29","15461","18695","34156","2026-09-22"
"Municipality","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","30-39","22245","26527","48772","2026-09-22"
"Municipality","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","40-49","19363","22517","41880","2026-09-22"
"Municipality","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","50-59","12507","17074","29581","2026-09-22"
"Municipality","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","60-69","8642","13673","22315","2026-09-22"
"Municipality","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","70-79","4755","7708","12463","2026-09-22"
"Municipality","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","80+","1817","4160","5977","2026-09-22"
"Municipality","4","KwaZulu-Natal","4409","KZN221 - uMshwathi","18-19","858","901","1759","2026-09-22"
"Municipality","4","KwaZulu-Natal","4409","KZN221 - uMshwathi","20-29","5340","6599","11939","2026-09-22"
"Municipality","4","KwaZulu-Natal","4409","KZN221 - uMshwathi","30-39","7658","8313","15971","2026-09-22"
"Municipality","4","KwaZulu-Natal","4409","KZN221 - uMshwathi","40-49","5883","6370","12253","2026-09-22"
"Municipality","4","KwaZulu-Natal","4409","KZN221 - uMshwathi","50-59","3853","4974","8827","2026-09-22"
"Municipality","4","KwaZulu-Natal","4409","KZN221 - uMshwathi","60-69","2440","3874","6314","2026-09-22"
"Municipality","4","KwaZulu-Natal","4409","KZN221 - uMshwathi","70-79","1119","2295","3414","2026-09-22"
"Municipality","4","KwaZulu-Natal","4409","KZN221 - uMshwathi","80+","430","1264","1694","2026-09-22"
"Municipality","4","KwaZulu-Natal","4410","KZN222 - uMngeni","18-19","504","636","1140","2026-09-22"
"Municipality","4","KwaZulu-Natal","4410","KZN222 - uMngeni","20-29","4241","5067","9308","2026-09-22"
"Municipality","4","KwaZulu-Natal","4410","KZN222 - uMngeni","30-39","6226","7030","13256","2026-09-22"
"Municipality","4","KwaZulu-Natal","4410","KZN222 - uMngeni","40-49","5757","6688","12445","2026-09-22"
"Municipality","4","KwaZulu-Natal","4410","KZN222 - uMngeni","50-59","4617","5661","10278","2026-09-22"
"Municipality","4","KwaZulu-Natal","4410","KZN222 - uMngeni","60-69","2780","4058","6838","2026-09-22"
"Municipality","4","KwaZulu-Natal","4410","KZN222 - uMngeni","70-79","1914","3096","5010","2026-09-22"
"Municipality","4","KwaZulu-Natal","4410","KZN222 - uMngeni","80+","1206","2093","3299","2026-09-22"
"Municipality","4","KwaZulu-Natal","4411","KZN223 - Mpofana","18-19","207","276","483","2026-09-22"
"Municipality","4","KwaZulu-Natal","4411","KZN223 - Mpofana","20-29","1727","1903","3630","2026-09-22"
"Municipality","4","KwaZulu-Natal","4411","KZN223 - Mpofana","30-39","2209","2392","4601","2026-09-22"
"Municipality","4","KwaZulu-Natal","4411","KZN223 - Mpofana","40-49","1912","2113","4025","2026-09-22"
"Municipality","4","KwaZulu-Natal","4411","KZN223 - Mpofana","50-59","1326","1582","2908","2026-09-22"
"Municipality","4","KwaZulu-Natal","4411","KZN223 - Mpofana","60-69","739","1042","1781","2026-09-22"
"Municipality","4","KwaZulu-Natal","4411","KZN223 - Mpofana","70-79","326","556","882","2026-09-22"
"Municipality","4","KwaZulu-Natal","4411","KZN223 - Mpofana","80+","104","232","336","2026-09-22"
"Municipality","4","KwaZulu-Natal","4412","KZN224 - iMpendle","18-19","211","320","531","2026-09-22"
"Municipality","4","KwaZulu-Natal","4412","KZN224 - iMpendle","20-29","1866","2095","3961","2026-09-22"
"Municipality","4","KwaZulu-Natal","4412","KZN224 - iMpendle","30-39","2228","2397","4625","2026-09-22"
"Municipality","4","KwaZulu-Natal","4412","KZN224 - iMpendle","40-49","1583","1715","3298","2026-09-22"
"Municipality","4","KwaZulu-Natal","4412","KZN224 - iMpendle","50-59","994","1349","2343","2026-09-22"
"Municipality","4","KwaZulu-Natal","4412","KZN224 - iMpendle","60-69","720","1252","1972","2026-09-22"
"Municipality","4","KwaZulu-Natal","4412","KZN224 - iMpendle","70-79","373","835","1208","2026-09-22"
"Municipality","4","KwaZulu-Natal","4412","KZN224 - iMpendle","80+","154","503","657","2026-09-22"
"Municipality","4","KwaZulu-Natal","4413","KZN225 - Msunduzi","18-19","2775","3945","6720","2026-09-22"
"Municipality","4","KwaZulu-Natal","4413","KZN225 - Msunduzi","20-29","26597","35237","61834","2026-09-22"
"Municipality","4","KwaZulu-Natal","4413","KZN225 - Msunduzi","30-39","43232","50342","93574","2026-09-22"
"Municipality","4","KwaZulu-Natal","4413","KZN225 - Msunduzi","40-49","36843","42630","79473","2026-09-22"
"Municipality","4","KwaZulu-Natal","4413","KZN225 - Msunduzi","50-59","26210","33241","59451","2026-09-22"
"Municipality","4","KwaZulu-Natal","4413","KZN225 - Msunduzi","60-69","14864","22878","37742","2026-09-22"
"Municipality","4","KwaZulu-Natal","4413","KZN225 - Msunduzi","70-79","6748","13037","19785","2026-09-22"
"Municipality","4","KwaZulu-Natal","4413","KZN225 - Msunduzi","80+","2224","5351","7575","2026-09-22"
"Municipality","4","KwaZulu-Natal","4414","KZN226 - Mkhambathini","18-19","562","621","1183","2026-09-22"
"Municipality","4","KwaZulu-Natal","4414","KZN226 - Mkhambathini","20-29","3859","4490","8349","2026-09-22"
"Municipality","4","KwaZulu-Natal","4414","KZN226 - Mkhambathini","30-39","5449","6129","11578","2026-09-22"
"Municipality","4","KwaZulu-Natal","4414","KZN226 - Mkhambathini","40-49","4477","4956","9433","2026-09-22"
"Municipality","4","KwaZulu-Natal","4414","KZN226 - Mkhambathini","50-59","2847","3490","6337","2026-09-22"
"Municipality","4","KwaZulu-Natal","4414","KZN226 - Mkhambathini","60-69","1696","2518","4214","2026-09-22"
"Municipality","4","KwaZulu-Natal","4414","KZN226 - Mkhambathini","70-79","881","1441","2322","2026-09-22"
"Municipality","4","KwaZulu-Natal","4414","KZN226 - Mkhambathini","80+","320","845","1165","2026-09-22"
"Municipality","4","KwaZulu-Natal","4415","KZN227 - Richmond","18-19","524","685","1209","2026-09-22"
"Municipality","4","KwaZulu-Natal","4415","KZN227 - Richmond","20-29","3403","4060","7463","2026-09-22"
"Municipality","4","KwaZulu-Natal","4415","KZN227 - Richmond","30-39","4320","5125","9445","2026-09-22"
"Municipality","4","KwaZulu-Natal","4415","KZN227 - Richmond","40-49","3553","4039","7592","2026-09-22"
"Municipality","4","KwaZulu-Natal","4415","KZN227 - Richmond","50-59","2471","3220","5691","2026-09-22"
"Municipality","4","KwaZulu-Natal","4415","KZN227 - Richmond","60-69","1411","2260","3671","2026-09-22"
"Municipality","4","KwaZulu-Natal","4415","KZN227 - Richmond","70-79","767","1364","2131","2026-09-22"
"Municipality","4","KwaZulu-Natal","4415","KZN227 - Richmond","80+","332","957","1289","2026-09-22"
"Municipality","4","KwaZulu-Natal","4421","KZN235 - Okhahlamba","18-19","1094","1206","2300","2026-09-22"
"Municipality","4","KwaZulu-Natal","4421","KZN235 - Okhahlamba","20-29","5835","7872","13707","2026-09-22"
"Municipality","4","KwaZulu-Natal","4421","KZN235 - Okhahlamba","30-39","7592","10189","17781","2026-09-22"
"Municipality","4","KwaZulu-Natal","4421","KZN235 - Okhahlamba","40-49","6081","7761","13842","2026-09-22"
"Municipality","4","KwaZulu-Natal","4421","KZN235 - Okhahlamba","50-59","3870","5530","9400","2026-09-22"
"Municipality","4","KwaZulu-Natal","4421","KZN235 - Okhahlamba","60-69","2369","4090","6459","2026-09-22"
"Municipality","4","KwaZulu-Natal","4421","KZN235 - Okhahlamba","70-79","1225","2570","3795","2026-09-22"
"Municipality","4","KwaZulu-Natal","4421","KZN235 - Okhahlamba","80+","314","1115","1429","2026-09-22"
"Municipality","4","KwaZulu-Natal","4461","KZN237 - iNkosi Langalibalele","18-19","1363","1819","3182","2026-09-22"
"Municipality","4","KwaZulu-Natal","4461","KZN237 - iNkosi Langalibalele","20-29","9686","12974","22660","2026-09-22"
"Municipality","4","KwaZulu-Natal","4461","KZN237 - iNkosi Langalibalele","30-39","12522","15719","28241","2026-09-22"
"Municipality","4","KwaZulu-Natal","4461","KZN237 - iNkosi Langalibalele","40-49","9763","12492","22255","2026-09-22"
"Municipality","4","KwaZulu-Natal","4461","KZN237 - iNkosi Langalibalele","50-59","6066","8919","14985","2026-09-22"
"Municipality","4","KwaZulu-Natal","4461","KZN237 - iNkosi Langalibalele","60-69","3860","6647","10507","2026-09-22"
"Municipality","4","KwaZulu-Natal","4461","KZN237 - iNkosi Langalibalele","70-79","1802","4192","5994","2026-09-22"
"Municipality","4","KwaZulu-Natal","4461","KZN237 - iNkosi Langalibalele","80+","555","1765","2320","2026-09-22"
"Municipality","4","KwaZulu-Natal","4462","KZN238 - Alfred Duma","18-19","2717","3315","6032","2026-09-22"
"Municipality","4","KwaZulu-Natal","4462","KZN238 - Alfred Duma","20-29","15484","20308","35792","2026-09-22"
"Municipality","4","KwaZulu-Natal","4462","KZN238 - Alfred Duma","30-39","20571","26367","46938","2026-09-22"
"Municipality","4","KwaZulu-Natal","4462","KZN238 - Alfred Duma","40-49","16517","20703","37220","2026-09-22"
"Municipality","4","KwaZulu-Natal","4462","KZN238 - Alfred Duma","50-59","10137","14200","24337","2026-09-22"
"Municipality","4","KwaZulu-Natal","4462","KZN238 - Alfred Duma","60-69","6254","11577","17831","2026-09-22"
"Municipality","4","KwaZulu-Natal","4462","KZN238 - Alfred Duma","70-79","2831","6567","9398","2026-09-22"
"Municipality","4","KwaZulu-Natal","4462","KZN238 - Alfred Duma","80+","824","2886","3710","2026-09-22"
"Municipality","4","KwaZulu-Natal","4426","KZN241 - eNdumeni","18-19","524","616","1140","2026-09-22"
"Municipality","4","KwaZulu-Natal","4426","KZN241 - eNdumeni","20-29","3461","4302","7763","2026-09-22"
"Municipality","4","KwaZulu-Natal","4426","KZN241 - eNdumeni","30-39","4131","4837","8968","2026-09-22"
"Municipality","4","KwaZulu-Natal","4426","KZN241 - eNdumeni","40-49","3226","3834","7060","2026-09-22"
"Municipality","4","KwaZulu-Natal","4426","KZN241 - eNdumeni","50-59","2211","2848","5059","2026-09-22"
"Municipality","4","KwaZulu-Natal","4426","KZN241 - eNdumeni","60-69","1375","2131","3506","2026-09-22"
"Municipality","4","KwaZulu-Natal","4426","KZN241 - eNdumeni","70-79","650","1083","1733","2026-09-22"
"Municipality","4","KwaZulu-Natal","4426","KZN241 - eNdumeni","80+","208","477","685","2026-09-22"
"Municipality","4","KwaZulu-Natal","4427","KZN242 - Nqutu","18-19","1235","1537","2772","2026-09-22"
"Municipality","4","KwaZulu-Natal","4427","KZN242 - Nqutu","20-29","8678","10826","19504","2026-09-22"
"Municipality","4","KwaZulu-Natal","4427","KZN242 - Nqutu","30-39","9850","13099","22949","2026-09-22"
"Municipality","4","KwaZulu-Natal","4427","KZN242 - Nqutu","40-49","7189","9534","16723","2026-09-22"
"Municipality","4","KwaZulu-Natal","4427","KZN242 - Nqutu","50-59","4248","6626","10874","2026-09-22"
"Municipality","4","KwaZulu-Natal","4427","KZN242 - Nqutu","60-69","2934","5508","8442","2026-09-22"
"Municipality","4","KwaZulu-Natal","4427","KZN242 - Nqutu","70-79","1557","3283","4840","2026-09-22"
"Municipality","4","KwaZulu-Natal","4427","KZN242 - Nqutu","80+","493","1807","2300","2026-09-22"
"Municipality","4","KwaZulu-Natal","4429","KZN244 - uMsinga","18-19","2021","2506","4527","2026-09-22"
"Municipality","4","KwaZulu-Natal","4429","KZN244 - uMsinga","20-29","9237","13646","22883","2026-09-22"
"Municipality","4","KwaZulu-Natal","4429","KZN244 - uMsinga","30-39","9387","14575","23962","2026-09-22"
"Municipality","4","KwaZulu-Natal","4429","KZN244 - uMsinga","40-49","6328","10210","16538","2026-09-22"
"Municipality","4","KwaZulu-Natal","4429","KZN244 - uMsinga","50-59","4062","7878","11940","2026-09-22"
"Municipality","4","KwaZulu-Natal","4429","KZN244 - uMsinga","60-69","2832","6249","9081","2026-09-22"
"Municipality","4","KwaZulu-Natal","4429","KZN244 - uMsinga","70-79","1589","4282","5871","2026-09-22"
"Municipality","4","KwaZulu-Natal","4429","KZN244 - uMsinga","80+","617","2688","3305","2026-09-22"
"Municipality","4","KwaZulu-Natal","4430","KZN245 - uMvoti","18-19","960","1295","2255","2026-09-22"
"Municipality","4","KwaZulu-Natal","4430","KZN245 - uMvoti","20-29","5905","7924","13829","2026-09-22"
"Municipality","4","KwaZulu-Natal","4430","KZN245 - uMvoti","30-39","6853","9458","16311","2026-09-22"
"Municipality","4","KwaZulu-Natal","4430","KZN245 - uMvoti","40-49","4919","7068","11987","2026-09-22"
"Municipality","4","KwaZulu-Natal","4430","KZN245 - uMvoti","50-59","3231","5633","8864","2026-09-22"
"Municipality","4","KwaZulu-Natal","4430","KZN245 - uMvoti","60-69","2207","4473","6680","2026-09-22"
"Municipality","4","KwaZulu-Natal","4430","KZN245 - uMvoti","70-79","1114","2530","3644","2026-09-22"
"Municipality","4","KwaZulu-Natal","4430","KZN245 - uMvoti","80+","489","1563","2052","2026-09-22"
"Municipality","4","KwaZulu-Natal","4432","KZN252 - Newcastle","18-19","2785","3649","6434","2026-09-22"
"Municipality","4","KwaZulu-Natal","4432","KZN252 - Newcastle","20-29","17142","22305","39447","2026-09-22"
"Municipality","4","KwaZulu-Natal","4432","KZN252 - Newcastle","30-39","24625","27981","52606","2026-09-22"
"Municipality","4","KwaZulu-Natal","4432","KZN252 - Newcastle","40-49","19022","21996","41018","2026-09-22"
"Municipality","4","KwaZulu-Natal","4432","KZN252 - Newcastle","50-59","11927","15962","27889","2026-09-22"
"Municipality","4","KwaZulu-Natal","4432","KZN252 - Newcastle","60-69","7553","12443","19996","2026-09-22"
"Municipality","4","KwaZulu-Natal","4432","KZN252 - Newcastle","70-79","3588","6861","10449","2026-09-22"
"Municipality","4","KwaZulu-Natal","4432","KZN252 - Newcastle","80+","975","2614","3589","2026-09-22"
"Municipality","4","KwaZulu-Natal","4433","KZN253 - eMadlangeni","18-19","222","235","457","2026-09-22"
"Municipality","4","KwaZulu-Natal","4433","KZN253 - eMadlangeni","20-29","1848","2019","3867","2026-09-22"
"Municipality","4","KwaZulu-Natal","4433","KZN253 - eMadlangeni","30-39","2130","2320","4450","2026-09-22"
"Municipality","4","KwaZulu-Natal","4433","KZN253 - eMadlangeni","40-49","1730","1812","3542","2026-09-22"
"Municipality","4","KwaZulu-Natal","4433","KZN253 - eMadlangeni","50-59","1111","1265","2376","2026-09-22"
"Municipality","4","KwaZulu-Natal","4433","KZN253 - eMadlangeni","60-69","799","976","1775","2026-09-22"
"Municipality","4","KwaZulu-Natal","4433","KZN253 - eMadlangeni","70-79","372","476","848","2026-09-22"
"Municipality","4","KwaZulu-Natal","4433","KZN253 - eMadlangeni","80+","109","264","373","2026-09-22"
"Municipality","4","KwaZulu-Natal","4434","KZN254 - Dannhauser","18-19","788","1018","1806","2026-09-22"
"Municipality","4","KwaZulu-Natal","4434","KZN254 - Dannhauser","20-29","5270","6344","11614","2026-09-22"
"Municipality","4","KwaZulu-Natal","4434","KZN254 - Dannhauser","30-39","7142","8230","15372","2026-09-22"
"Municipality","4","KwaZulu-Natal","4434","KZN254 - Dannhauser","40-49","5263","6060","11323","2026-09-22"
"Municipality","4","KwaZulu-Natal","4434","KZN254 - Dannhauser","50-59","3083","4095","7178","2026-09-22"
"Municipality","4","KwaZulu-Natal","4434","KZN254 - Dannhauser","60-69","2055","3554","5609","2026-09-22"
"Municipality","4","KwaZulu-Natal","4434","KZN254 - Dannhauser","70-79","1044","2051","3095","2026-09-22"
"Municipality","4","KwaZulu-Natal","4434","KZN254 - Dannhauser","80+","277","877","1154","2026-09-22"
"Municipality","4","KwaZulu-Natal","4436","KZN261 - eDumbe","18-19","704","862","1566","2026-09-22"
"Municipality","4","KwaZulu-Natal","4436","KZN261 - eDumbe","20-29","5217","5721","10938","2026-09-22"
"Municipality","4","KwaZulu-Natal","4436","KZN261 - eDumbe","30-39","5571","6261","11832","2026-09-22"
"Municipality","4","KwaZulu-Natal","4436","KZN261 - eDumbe","40-49","3689","4449","8138","2026-09-22"
"Municipality","4","KwaZulu-Natal","4436","KZN261 - eDumbe","50-59","2126","2885","5011","2026-09-22"
"Municipality","4","KwaZulu-Natal","4436","KZN261 - eDumbe","60-69","1523","2466","3989","2026-09-22"
"Municipality","4","KwaZulu-Natal","4436","KZN261 - eDumbe","70-79","721","1310","2031","2026-09-22"
"Municipality","4","KwaZulu-Natal","4436","KZN261 - eDumbe","80+","277","806","1083","2026-09-22"
"Municipality","4","KwaZulu-Natal","4437","KZN262 - uPhongolo","18-19","1254","1462","2716","2026-09-22"
"Municipality","4","KwaZulu-Natal","4437","KZN262 - uPhongolo","20-29","7941","9210","17151","2026-09-22"
