"ID","Name","LogoUrl","Abbreviation","Province","ProvinceID","Municipality","MunicipalityID"
"1775","AFRICAN MOVEMENT CONGRESS","AMC.ROY..jpg","AMC.ROY.","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"1781","AFRIKA UNITE CONGRESS","MA AFRIKA.jpg","MA AFRIKA","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"447","AL JAMA-AH","ALJAMA.jpg","ALJAMA","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"2169","GODS JUSTICE AND DEVELOPMENT PARTY","GJDP.jpg","GJDP","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"0","INDEPENDENTS","","IND","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"1472","IZWE LETHU PARTY","I.L.P.jpg","I.L.P","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"1872","JOZINI CONGRESS","JC.jpg","JC","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"660","KZN INDEPENDENCE","KZNI.jpg","KZNI","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"1802","LABOUR PARTY OF SOUTH AFRICA","LABOUR.jpg","LABOUR","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"1745","NATIONAL COMMUNITY LIBERATION","NACOL.jpg","NACOL","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"591","NATIONAL FREEDOM PARTY","NFP.jpg","NFP","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"1030","NATIONAL PEOPLES AMBASSADORS","NPA.jpg","NPA","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"8","PAN AFRICANIST CONGRESS OF AZANIA","PAC.jpg","PAC","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"957","PATRIOTIC ALLIANCE","PA.jpg","PA","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"1863","SERVICE DELIVERY PARTY","SDP.jpg","SDP","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"2027","SIYANQOBA INDEPENDENT PARTY","SIP.jpg","SIP","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"445","SOUTH AFRICAN COMMUNIST PARTY","SACP.jpg","SACP","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"1748","UMKHONTO WESIZWE PARTY","MKP.jpg","MKP","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"2","UNITED CHRISTIAN DEMOCRATIC PARTY","UCDP.jpg","UCDP","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"6","UNITED DEMOCRATIC MOVEMENT","UDM.jpg","UDM","KwaZulu-Natal","4","KZN275 - Inkosi uMtubatuba","4446"
"18","AFRICAN CHRISTIAN DEMOCRATIC PARTY","ACDP.jpg","ACDP","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"1720","AFRICAN ECONOMIC FREEDOM","AEF.jpg","AEF","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"1775","AFRICAN MOVEMENT CONGRESS","AMC.ROY..jpg","AMC.ROY.","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"1543","INDEPENDENT ALLIANCE","IA.jpg","IA","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"591","NATIONAL FREEDOM PARTY","NFP.jpg","NFP","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"1863","SERVICE DELIVERY PARTY","SDP.jpg","SDP","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"445","SOUTH AFRICAN COMMUNIST PARTY","SACP.jpg","SACP","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"1748","UMKHONTO WESIZWE PARTY","MKP.jpg","MKP","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"1846","UMKHUMBI WESIZWE ORGANISATION","UWOKZN435.jpg","UWO","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"2","UNITED CHRISTIAN DEMOCRATIC PARTY","UCDP.jpg","UCDP","KwaZulu-Natal","4","KZN281 - uMfolozi","4449"
"1511","ACTIONSA","ACTIONSA.jpg","ACTIONSA","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1473","ACTIVE CITIZENS COALITION","ACC.jpg","ACC","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"18","AFRICAN CHRISTIAN DEMOCRATIC PARTY","ACDP.jpg","ACDP","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1720","AFRICAN ECONOMIC FREEDOM","AEF.jpg","AEF","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1775","AFRICAN MOVEMENT CONGRESS","AMC.ROY..jpg","AMC.ROY.","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1305","AFRICAN RENAISSANCE UNITY","ARU.jpg","ARU","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"2112","AFRICAN RESTORATION MOVEMENT","ARM.JBS.jpg","ARM.JBS","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1565","CONGREGATIONAL CHRISTIAN UNITY","CCUKZN282.jpg","CCU","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"2169","GODS JUSTICE AND DEVELOPMENT PARTY","GJDP.jpg","GJDP","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1543","INDEPENDENT ALLIANCE","IA.jpg","IA","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"0","INDEPENDENTS","","IND","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"591","NATIONAL FREEDOM PARTY","NFP.jpg","NFP","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1030","NATIONAL PEOPLES AMBASSADORS","NPA.jpg","NPA","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"445","SOUTH AFRICAN COMMUNIST PARTY","SACP.jpg","SACP","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1748","UMKHONTO WESIZWE PARTY","MKP.jpg","MKP","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1846","UMKHUMBI WESIZWE ORGANISATION","UWOKZN435.jpg","UWO","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"2","UNITED CHRISTIAN DEMOCRATIC PARTY","UCDP.jpg","UCDP","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"4","VRYHEIDSFRONT PLUS | FREEDOM FRONT PLUS","VF PLUS.jpg","VF PLUS","KwaZulu-Natal","4","KZN282 - uMhlathuze","4450"
"1720","AFRICAN ECONOMIC FREEDOM","AEF.jpg","AEF","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"1305","AFRICAN RENAISSANCE UNITY","ARU.jpg","ARU","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"0","INDEPENDENTS","","IND","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"1802","LABOUR PARTY OF SOUTH AFRICA","LABOUR.jpg","LABOUR","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"591","NATIONAL FREEDOM PARTY","NFP.jpg","NFP","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"1030","NATIONAL PEOPLES AMBASSADORS","NPA.jpg","NPA","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"1863","SERVICE DELIVERY PARTY","SDP.jpg","SDP","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"445","SOUTH AFRICAN COMMUNIST PARTY","SACP.jpg","SACP","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"3268","UBUNTU ABANDE POLITICAL PARTY","UAPP.jpg","UAPP","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"1748","UMKHONTO WESIZWE PARTY","MKP.jpg","MKP","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"1846","UMKHUMBI WESIZWE ORGANISATION","UWOKZN435.jpg","UWO","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"2","UNITED CHRISTIAN DEMOCRATIC PARTY","UCDP.jpg","UCDP","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"4","VRYHEIDSFRONT PLUS | FREEDOM FRONT PLUS","VF PLUS.jpg","VF PLUS","KwaZulu-Natal","4","KZN284 - uMlalazi","4452"
"18","AFRICAN CHRISTIAN DEMOCRATIC PARTY","ACDP.jpg","ACDP","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"1305","AFRICAN RENAISSANCE UNITY","ARU.jpg","ARU","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"0","INDEPENDENTS","","IND","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"591","NATIONAL FREEDOM PARTY","NFP.jpg","NFP","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"445","SOUTH AFRICAN COMMUNIST PARTY","SACP.jpg","SACP","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"1748","UMKHONTO WESIZWE PARTY","MKP.jpg","MKP","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"1846","UMKHUMBI WESIZWE ORGANISATION","UWOKZN435.jpg","UWO","KwaZulu-Natal","4","KZN285 - Mthonjaneni","4453"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN286 - Nkandla","4454"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN286 - Nkandla","4454"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN286 - Nkandla","4454"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN286 - Nkandla","4454"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN286 - Nkandla","4454"
"0","INDEPENDENTS","","IND","KwaZulu-Natal","4","KZN286 - Nkandla","4454"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN286 - Nkandla","4454"
"591","NATIONAL FREEDOM PARTY","NFP.jpg","NFP","KwaZulu-Natal","4","KZN286 - Nkandla","4454"
"445","SOUTH AFRICAN COMMUNIST PARTY","SACP.jpg","SACP","KwaZulu-Natal","4","KZN286 - Nkandla","4454"
"1748","UMKHONTO WESIZWE PARTY","MKP.jpg","MKP","KwaZulu-Natal","4","KZN286 - Nkandla","4454"
"1846","UMKHUMBI WESIZWE ORGANISATION","UWOKZN435.jpg","UWO","KwaZulu-Natal","4","KZN286 - Nkandla","4454"
"1720","AFRICAN ECONOMIC FREEDOM","AEF.jpg","AEF","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"330","AFRICAN INDEPENDENT CONGRESS","AIC.jpg","AIC","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"1305","AFRICAN RENAISSANCE UNITY","ARU.jpg","ARU","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"1543","INDEPENDENT ALLIANCE","IA.jpg","IA","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"1927","MKHONTO ILEMBE PARTY","MLP.jpg","MLP","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"591","NATIONAL FREEDOM PARTY","NFP.jpg","NFP","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"445","SOUTH AFRICAN COMMUNIST PARTY","SACP.jpg","SACP","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"1748","UMKHONTO WESIZWE PARTY","MKP.jpg","MKP","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"2","UNITED CHRISTIAN DEMOCRATIC PARTY","UCDP.jpg","UCDP","KwaZulu-Natal","4","KZN291 - Mandeni","4456"
"1511","ACTIONSA","ACTIONSA.jpg","ACTIONSA","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"1473","ACTIVE CITIZENS COALITION","ACC.jpg","ACC","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"18","AFRICAN CHRISTIAN DEMOCRATIC PARTY","ACDP.jpg","ACDP","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"330","AFRICAN INDEPENDENT CONGRESS","AIC.jpg","AIC","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"447","AL JAMA-AH","ALJAMA.jpg","ALJAMA","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"1543","INDEPENDENT ALLIANCE","IA.jpg","IA","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"0","INDEPENDENTS","","IND","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"31","MINORITY FRONT","MF.jpg","MF","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"591","NATIONAL FREEDOM PARTY","NFP.jpg","NFP","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"1863","SERVICE DELIVERY PARTY","SDP.jpg","SDP","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"445","SOUTH AFRICAN COMMUNIST PARTY","SACP.jpg","SACP","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"1748","UMKHONTO WESIZWE PARTY","MKP.jpg","MKP","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"4","VRYHEIDSFRONT PLUS | FREEDOM FRONT PLUS","VF PLUS.jpg","VF PLUS","KwaZulu-Natal","4","KZN292 - KwaDukuza","4457"
"1511","ACTIONSA","ACTIONSA.jpg","ACTIONSA","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"330","AFRICAN INDEPENDENT CONGRESS","AIC.jpg","AIC","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"1543","INDEPENDENT ALLIANCE","IA.jpg","IA","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"0","INDEPENDENTS","","IND","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"660","KZN INDEPENDENCE","KZNI.jpg","KZNI","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"591","NATIONAL FREEDOM PARTY","NFP.jpg","NFP","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"1869","NO STRESS PARTY","NSPDC29.jpg","NSP","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"445","SOUTH AFRICAN COMMUNIST PARTY","SACP.jpg","SACP","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"1748","UMKHONTO WESIZWE PARTY","MKP.jpg","MKP","KwaZulu-Natal","4","KZN293 - Ndwedwe","4458"
"1511","ACTIONSA","ACTIONSA.jpg","ACTIONSA","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"18","AFRICAN CHRISTIAN DEMOCRATIC PARTY","ACDP.jpg","ACDP","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"330","AFRICAN INDEPENDENT CONGRESS","AIC.jpg","AIC","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"1543","INDEPENDENT ALLIANCE","IA.jpg","IA","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"0","INDEPENDENTS","","IND","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"660","KZN INDEPENDENCE","KZNI.jpg","KZNI","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"591","NATIONAL FREEDOM PARTY","NFP.jpg","NFP","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"1377","PEOPLE'S FREEDOM PARTY","PFP.jpg","PFP","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"445","SOUTH AFRICAN COMMUNIST PARTY","SACP.jpg","SACP","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"1748","UMKHONTO WESIZWE PARTY","MKP.jpg","MKP","KwaZulu-Natal","4","KZN294 - Maphumulo","4459"
"3205","ABANTU BEZWELETHU CONGRESS DEMOCRACY","A.B.C.D..jpg","A.B.C.D.","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"998","AFRICAN MANTUNGWA COMMUNITY","AC.jpg","AC","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"1528","AFRICAN PEOPLE'S MOVEMENT","APEMO.jpg","APEMO","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"1305","AFRICAN RENAISSANCE UNITY","ARU.jpg","ARU","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"2134","BUMBANA MZANSI","B.M..jpg","B.M.","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"0","INDEPENDENTS","","IND","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"31","MINORITY FRONT","MF.jpg","MF","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"591","NATIONAL FREEDOM PARTY","NFP.jpg","NFP","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"445","SOUTH AFRICAN COMMUNIST PARTY","SACP.jpg","SACP","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"1748","UMKHONTO WESIZWE PARTY","MKP.jpg","MKP","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"1542","UNITED CULTURAL MOVEMENT","UCM.jpg","UCM","KwaZulu-Natal","4","KZN237 - iNkosi Langalibalele","4461"
"3205","ABANTU BEZWELETHU CONGRESS DEMOCRACY","A.B.C.D..jpg","A.B.C.D.","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"18","AFRICAN CHRISTIAN DEMOCRATIC PARTY","ACDP.jpg","ACDP","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"330","AFRICAN INDEPENDENT CONGRESS","AIC.jpg","AIC","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"998","AFRICAN MANTUNGWA COMMUNITY","AC.jpg","AC","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"1775","AFRICAN MOVEMENT CONGRESS","AMC.ROY..jpg","AMC.ROY.","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"7","AFRICAN NATIONAL CONGRESS","ANC.jpg","ANC","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"1528","AFRICAN PEOPLE'S MOVEMENT","APEMO.jpg","APEMO","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"1305","AFRICAN RENAISSANCE UNITY","ARU.jpg","ARU","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"1318","AFRICAN TRANSFORMATION MOVEMENT","ATM.jpg","ATM","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"1909","AFRIKA MAYIBUYE MOVEMENT","MAYIBUYE.jpg","MAYIBUYE","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"2134","BUMBANA MZANSI","B.M..jpg","B.M.","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"52","DEMOCRATIC ALLIANCE","DA.jpg","DA","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"945","ECONOMIC FREEDOM FIGHTERS","EFF.jpg","EFF","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"0","INDEPENDENTS","","IND","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"3","INKATHA FREEDOM PARTY","IFP.jpg","IFP","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
"284","NATIONAL DEMOCRATIC CONVENTION","NADECO.jpg","NADECO","KwaZulu-Natal","4","KZN238 - Alfred Duma","4462"
