"Town","Suburb","Street","Latitude","Longitude","ProvinceID","Province","MunicipalityID","Municipality","WardID","VDNumber","VotingDistrict","VDAddress"
"NELSON MANDELA METRO","KWAZAKHELE","MOUTUMA","-33.86813","25.59175","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300024","10251582","SHIVA YO ZION CHURCH","KWAZAKHELE, MOUTUMA, NELSON MANDELA METRO"
"PORT ELIZABETH","ZWIDE","CNR BERTRAM AND JOHNSON ROAD","-33.866794","25.558377","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300025","10250794","GARRET PUBLIC PRIMARY SCHOOL","ZWIDE, CNR BERTRAM AND JOHNSON ROAD, PORT ELIZABETH"
"PORT ELIZABETH","ALGOA PARK","ST LEONARDS ROAD","-33.901156","25.56444","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300025","10251188","PIETER RADEMEYER HALL","ALGOA PARK, ST LEONARDS ROAD, PORT ELIZABETH"
"PORT ELIZABETH","ALGOA PARK","BANBURY STREET","-33.906141","25.566967","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300025","10251199","DIAZ PRIMARY SCHOOL","ALGOA PARK, BANBURY STREET, PORT ELIZABETH"
"PORT ELIZABETH","ZWIDE","DUBE STREET","-33.870712","25.557791","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300025","10251751","GARRET METHODIST CHURCH","ZWIDE, DUBE STREET, PORT ELIZABETH"
"PORT ELIZABETH","ZWIDE","NAKA STREET","-33.865546","25.562862","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300026","10250806","EMSENGENI PRIMARY SCHOOL","ZWIDE, NAKA STREET, PORT ELIZABETH"
"GQEBERHA","ZWIDE","CORNER BUCWA AND MANANA","-33.865","25.56988","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300026","10250817","JB   HENDRICKS METHODIST CHURCH","ZWIDE, CORNER BUCWA AND MANANA, GQEBERHA"
"PORT ELIZABETH","ZWIDE","38 JAMES STREET","-33.866611","25.578051","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300026","10250839","EMZOMNCANE PRIMARY SCHOOL","ZWIDE, 38 JAMES STREET, PORT ELIZABETH"
"PORT ELIZABETH","ZWIDE","TUNYISWA STREET","-33.869088","25.572065","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300026","10250840","ZAMUKUKHANYA SCHOOL","ZWIDE, TUNYISWA STREET, PORT ELIZABETH"
"PORT ELIZABETH","ZWIDE","HAYA","-33.86694","25.56881","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300026","10251739","DANIELS LOWER AND HIGHER PRIMARY SCHOOL","ZWIDE, HAYA, PORT ELIZABETH"
"PORT ELIZABETH","ZWIDE","KOYANA ST","-33.862498","25.556152","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300027","10250727","NDZONDELELO HIGH SCHOOL","ZWIDE, KOYANA ST, PORT ELIZABETH"
"PORT ELIZABETH","ZWIDE","CNR SCHEEPERS AND 5TH AVENUE","-33.8652","25.5536","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300027","10250738","TENT AT ELUMANYANWENI SCHOOL","ZWIDE, CNR SCHEEPERS AND 5TH AVENUE, PORT ELIZABETH"
"PORT ELIZABETH","ZWIDE","6 JAMELA STREET","-33.857541","25.556796","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300027","10250749","MZIMHLOPE PRIMARY SCHOOL","ZWIDE, 6 JAMELA STREET, PORT ELIZABETH"
"PORT ELIZABETH","ZWIDE","MABUDLA STREET","-33.860881","25.564618","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300027","10250750","UKUKHANYA PRE-SCHOOL","ZWIDE, MABUDLA STREET, PORT ELIZABETH"
"PORT ELIZABETH","ZWIDE","KATYU STREET","-33.857845","25.562131","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300027","10250761","PHAKAMISA HIGH SCHOOL","ZWIDE, KATYU STREET, PORT ELIZABETH"
"PORT ELIZABETH","GOVAN MBEKI TOWNSHIP","BAART ROAD","-33.859475","25.541552","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300028","10250626","GERTRUDE SHOPE PRIMARY SCHOOL","GOVAN MBEKI TOWNSHIP, BAART ROAD, PORT ELIZABETH"
"PORT ELIZABETH","GOVAN MBEKI TOWNSHIP","MBEKI STREET","-33.86729","25.548358","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300028","10250637","CEBELIHLE PRIMARY SCHOOL","GOVAN MBEKI TOWNSHIP, MBEKI STREET, PORT ELIZABETH"
"PORT ELIZABETH","ZWIDE","DLEPU STREET","-33.858483","25.552418","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300028","10250716","EMFUNDWENI PRIMARY SCHOOL","ZWIDE, DLEPU STREET, PORT ELIZABETH"
"PORT ELIZABETH","VEEPLAAS","KANI STREET","-33.85327","25.5508","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300028","10251740","VEEPLAAS COMMUNITY HALL","VEEPLAAS, KANI STREET, PORT ELIZABETH"
"PORT ELIZABETH","BOOYSEN PARK","AUBURN STREET","-33.862486","25.461355","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300029","10250503","BOOYSEN PARK HALL","BOOYSEN PARK, AUBURN STREET, PORT ELIZABETH"
"NELSON MANDELA METRO","NCEBA FAKU VILLAGE","BAATJIES","-33.85225","25.46385","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300029","10251795","SALVATION ARMY CHURCH IN ZION","NCEBA FAKU VILLAGE, BAATJIES, NELSON MANDELA METRO"
"NELSON MANDELA METRO","CHATTY EXT.12","BOOYSENS PARK","-33.8523","25.44848","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300029","10251863","ALFONSO ARIES PRIMARY SCHOOL","CHATTY EXT.12, BOOYSENS PARK, NELSON MANDELA METRO"
"DISPATCH","KHAYAMNANDI","41015 DIKIZA","-33.82657","25.45268","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300029","10251908","SALVATION ARMY OF HAHWEH CHURCH","KHAYAMNANDI, 41015 DIKIZA, DISPATCH"
"PORT ELIZABETH","BOOYSEN PARK","NOOIGEDACHT STREET","-33.858586","25.473628","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300029","10251997","BOOYSEN PARK PRIMARY SCHOOL   ","BOOYSEN PARK, NOOIGEDACHT STREET, PORT ELIZABETH"
"PORT ELIZABETH","KWADWESI","SIDULU","-33.847472","25.519679","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300030","10250671","HENRY FAZZIE HALL","KWADWESI, SIDULU, PORT ELIZABETH"
"PORT ELIZABETH","KWAMAGXAKI","RALO STREET","-33.847718","25.541948","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300030","10250682","KWAMAGXAKI HIGH SCHOOL","KWAMAGXAKI, RALO STREET, PORT ELIZABETH"
"PORT ELIZABETH","VEEPLAS","KANI","-33.852513","25.552399","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300030","10250705","RABE CHURCH","VEEPLAS, KANI, PORT ELIZABETH"
"GQEBERHA","KWAMAGXAKI","60 NGUNDWANA","-33.84032","25.53199","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300030","10250862","SIVUYISENI PRIMARY SCHOOL","KWAMAGXAKI, 60 NGUNDWANA, GQEBERHA"
"NELSON MANDELA METRO","KWADWESI","2 MHLOTHIYANE","-33.84901","25.52676","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300030","10251762","ZANDILE PRE-SCHOOL","KWADWESI, 2 MHLOTHIYANE, NELSON MANDELA METRO"
"PORT ELIZABETH","BETHELSDORP","FELCASS ROAD","-33.893149","25.53345","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300031","10250413","BETHELSDORP SENIOR SECONDARY SCHOOL","BETHELSDORP, FELCASS ROAD, PORT ELIZABETH"
"PORT ELIZABETH","MISSIONVALE","TROMP ROAD","-33.876829","25.550041","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300031","10250648","MISSIONVALE CARE CENTRE","MISSIONVALE, TROMP ROAD, PORT ELIZABETH"
"PORT ELIZABETH","MISSIONVALE","COLORADO STREET","-33.888982","25.555572","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300031","10250659","MISSIONVALE PRIMARY SCHOOL","MISSIONVALE, COLORADO STREET, PORT ELIZABETH"
"GQEBERHA","MISSIONVALE","1 MISSION ROAD","-33.8818828","25.558111","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300031","10252000","REUBEN BERIN FOR HEARING AND IMPAIRED SCHOOL","MISSIONVALE, 1 MISSION ROAD, GQEBERHA"
"PORT ELIZABETH","HELENVALE","CNRKOBUS STREET& LEITH STREET","-33.906853","25.54771","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300032","10250367","HELENVALE PRIMARY SCHOOL","HELENVALE, CNRKOBUS STREET& LEITH STREET, PORT ELIZABETH"
"PORT ELIZABETH","HELENVALE","CNR ETHEL & CHARMOIS ST","-33.904049","25.545219","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300032","10250378","HILLCREST PRIMARY SCHOOL","HELENVALE, CNR ETHEL & CHARMOIS ST, PORT ELIZABETH"
"GQEBERHA","BARCELONA","31 VIRGO ROAD","-33.906031","25.541455","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300032","10250389","CHURCH IN CHRIST","BARCELONA, 31 VIRGO ROAD, GQEBERHA"
"PORT ELIZABETH","WINDVOGEL","5 5TH AVENUE","-33.897241","25.539625","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300032","10250390","REPUBLIC PRIMARY SCHOOL","WINDVOGEL, 5 5TH AVENUE, PORT ELIZABETH"
"PORT ELIZABETH","HILLSIDE","CARELSON STREET","-33.899875","25.532607","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300032","10250402","DIE HEUWEL PRIMARY SCHOOL","HILLSIDE, CARELSON STREET, PORT ELIZABETH"
"PORT ELIZABETH","SALTVILLE","CNR SODIN & NICHOLSON RD","-33.865612","25.517737","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300033","10250536","FERNWOOD PRIMARY SCHOOL","SALTVILLE, CNR SODIN & NICHOLSON RD, PORT ELIZABETH"
"PORT ELIZABETH","KLEINSKOOL","MAIN ROAD","-33.857641","25.515873","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300033","10250592","KLEINSKOOL COMMUNITY PRIMARY SCHOOL","KLEINSKOOL, MAIN ROAD, PORT ELIZABETH"
"PORT ELIZABETH","KLEINSKOOL","MAIN ROAD KLEINSKOOL","-33.85926","25.52761","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300033","10250615","ACVV CENTRE ","KLEINSKOOL, MAIN ROAD KLEINSKOOL, PORT ELIZABETH"
"GQEBERHA","BETHELSDORP","17 ACKEER CRESCENT","-33.868213","25.512811","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300033","10252011","BETHELSDORP ROAD PRIMARY SCHOOL","BETHELSDORP, 17 ACKEER CRESCENT, GQEBERHA"
"PORT ELIZABETH","BETHELSDORP","ST BRIDGET STREET","-33.884814","25.518659","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300034","10250424","BETHELSDORP COMMUNITY CENTRE","BETHELSDORP, ST BRIDGET STREET, PORT ELIZABETH"
"PORT ELIZABETH","ARCADIA","CLAASEN STREET","-33.881373","25.52324","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300034","10250435","ARCADIA PRIMARY SCHOOL","ARCADIA, CLAASEN STREET, PORT ELIZABETH"
"PORT ELIZABETH","ARCADIA","ESTERHUIZEN STREET","-33.872853","25.518789","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300034","10250457","WONDERWONINGS COMMUNITY CENTRE","ARCADIA, ESTERHUIZEN STREET, PORT ELIZABETH"
"PORT ELIZABETH","SALSONEVILLE","1 ADAMS STREET","-33.887439","25.509583","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300034","10250479","TRIOMPH PRIMARY SCHOOL","SALSONEVILLE, 1 ADAMS STREET, PORT ELIZABETH"
"PORT ELIZABETH","BETHELSDORP","CNR LAWRENCE ERASMUS & STANFORD RD","-33.878047","25.491789","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300035","10250468","MIDLANDS COLLEGE HEATH PARK","BETHELSDORP, CNR LAWRENCE ERASMUS & STANFORD RD, PORT ELIZABETH"
"PORT ELIZABETH","CHATTY","BERTRAM ROAD","-33.87354","25.49599","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300035","10250480","CHATTY HALL","CHATTY, BERTRAM ROAD, PORT ELIZABETH"
"PORT ELIZABETH","CHATTY","26 BRASS STREET","-33.874235","25.502835","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300035","10250491","FRANK MOODIE HALL","CHATTY, 26 BRASS STREET, PORT ELIZABETH"
"PORT ELIZABETH","BLOEMENDAL","LAWRENCE ERASMUS DRIVE","-33.868257","25.495654","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300035","10250514","ASTRA PRIMARY SCHOOL","BLOEMENDAL, LAWRENCE ERASMUS DRIVE, PORT ELIZABETH"
"PORT ELIZABETH","CHATTY EXT 21","KRONEBERG AVENUE","-33.864946","25.494307","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300035","10250525","KRONEBERG PRIMARY SCHOOL","CHATTY EXT 21, KRONEBERG AVENUE, PORT ELIZABETH"
"PORT ELIZABETH","CHETTY","BURKE STREET","-33.870831","25.504731","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300035","10251773","CHETTY SENIOR SECONDARY SCHOOL","CHETTY, BURKE STREET, PORT ELIZABETH"
"PORT ELIZABETH","JOE SLOVO","MONTLANTHE STREET","-33.829645","25.502634","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300036","10080100","JOE SLOVO PRIMARY SCHOOL","JOE SLOVO, MONTLANTHE STREET, PORT ELIZABETH"
"PORT ELIZABETH","JOE SLOVO","177 ALLUTA CONTINUA STREET","-33.82826","25.48893","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300036","10080111","LIVING WATER CHURCH","JOE SLOVO, 177 ALLUTA CONTINUA STREET, PORT ELIZABETH"
"GQEBERHA","JOE SLOVO","8202 KHOZI","-33.82695","25.455446","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300036","10080144","ALL I NEED IS GOD MINISTRIES","JOE SLOVO, 8202 KHOZI, GQEBERHA"
"PORT ELIZABETH","KWADWESI","MNQAYI","-33.83974","25.51656","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300036","10250660","EZ KABANE HIGH SCHOOL","KWADWESI, MNQAYI, PORT ELIZABETH"
"PORT ELIZABETH","DWESI AREA C","BHAMBATHA","-33.83951","25.50578","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300036","10251458","ZANOKHANYO EDUCARE CENTRE","DWESI AREA C, BHAMBATHA, PORT ELIZABETH"
"PORT ELIZABETH","WESTVILLE","PORT ELIZABETH","-33.84451","25.50316","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300036","10251627","ETHIOPIAN ZINCH CHURCH","WESTVILLE, PORT ELIZABETH, PORT ELIZABETH"
"NELSON MANDELA METRO","EXT.36 KWADWESI","KWADWESI EXTENSION","-33.83425","25.49935","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300036","10251885","SANGO METHODIST CHURCH","EXT.36 KWADWESI, KWADWESI EXTENSION, NELSON MANDELA METRO"
"PORT ELIZABETH","BETHELSDORP","BARBERRY DRIVE","-33.861817","25.501637","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300037","10250547","TINKERBELL CRECHE","BETHELSDORP, BARBERRY DRIVE, PORT ELIZABETH"
"PORT ELIZABETH","BETHELSDORP","BARBERRY DRIVE","-33.861049","25.493905","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300037","10250558","STRELITZIA PRIMARY SCHOOL","BETHELSDORP, BARBERRY DRIVE, PORT ELIZABETH"
"NELSON MANDELA METRO","EXT.36 KLEINSKOOL","22 LANGDON","-33.85104","25.49919","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300037","10250570","TAHILA MINISTRIES","EXT.36 KLEINSKOOL, 22 LANGDON, NELSON MANDELA METRO"
"NELSON MANDELA METRO","KLEINSKOOL","MAIN ROAD","-33.85505","25.50912","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300037","10250581","CHRISTIAN CATHOLIC CHURCH IN ZION","KLEINSKOOL, MAIN ROAD, NELSON MANDELA METRO"
"PORT ELIZABETH","SALTVILLE (KWANOXOLO)","MPUKO STREET","-33.854313","25.488244","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300038","10250569","GEORGE BOTHA COMMUNITY CENTRE","SALTVILLE (KWANOXOLO), MPUKO STREET, PORT ELIZABETH"
"NELSON MANDELA METRO","JACKSONVILLE","FIJI STREET","-33.86495","25.48091","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300038","10251650","RTS MINISTRIES","JACKSONVILLE, FIJI STREET, NELSON MANDELA METRO"
"PORT ELIZABETH","KLEINSKOOL","19413 LEE SAMUELS","-33.85054","25.49267","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300038","10251784","UNITED OLD APOSTOLIC CHURCH","KLEINSKOOL, 19413 LEE SAMUELS, PORT ELIZABETH"
"NELSON MANDELA METRO","JACKSONVILLE","2 MPUKU STREET","-33.86848","25.47639","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300038","10251807","HARVEST CHURCH","JACKSONVILLE, 2 MPUKU STREET, NELSON MANDELA METRO"
"NELSON MANDELA METRO","SHERWOOD","AMOS","-33.95917","25.48014","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300039","10250132","NG KERK PE SHERWOOD","SHERWOOD, AMOS, NELSON MANDELA METRO"
"PORT ELIZABETH","GLENROY PARK","6 GLENROY DRIVE","-33.9555","25.50291","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300039","10250143","ONE VISION FAMILY CHURCH","GLENROY PARK, 6 GLENROY DRIVE, PORT ELIZABETH"
"GQEBERHA","KABEGA","89 AVONDALE ROAD","-33.946333","25.490957","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300039","10252022","LOIUS DUBB RETIREMENT VILLAGE","KABEGA, 89 AVONDALE ROAD, GQEBERHA"
"GQEBERHA","BLUE HORIZON","BEACH ROAD","-33.976181","25.25572","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300040","10360011","BLUE HORIZON TENT","BLUE HORIZON, BEACH ROAD, GQEBERHA"
"PORT ELIZABETH","ST ALBANS","MISSION ROAD","-33.91403","25.35004","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300040","10460012","ST ALBANS PRIMARY SCHOOL","ST ALBANS, MISSION ROAD, PORT ELIZABETH"
"PORT ELIZABETH","VAN STADENS","VAN STADENS","-33.913962","25.223182","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300040","10460023","VAN STADENS WILDFLOWER RESERVE HALL","VAN STADENS, VAN STADENS, PORT ELIZABETH"
"PORT ELIZABETH","GREENBUSHES","651 NKANJENI DR","-33.92295","25.44416","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300040","10460056","KUYGA PRIMARY SCHOOL","GREENBUSHES, 651 NKANJENI DR, PORT ELIZABETH"
"NELSON MANDELA METRO","GREENBUSHES","ALTONA ROAD","-33.93431","25.41425","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300040","10460078","ALTONA PRIMARY SCHOOL","GREENBUSHES, ALTONA ROAD, NELSON MANDELA METRO"
"GQEBERHA","KRAGGA KAMMA","CNR LAKE SIDE AND KRAGGA KAMMA","-33.97946","25.41811","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300040","10460089","GEM PROJECTS","KRAGGA KAMMA, CNR LAKE SIDE AND KRAGGA KAMMA, GQEBERHA"
"PORT ELIZABETH","SEAVIEW","SEAVIEW ROAD","-33.988724","25.369247","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300040","10460113","THE ISLAND FOREST RESERVE SCHOOL","SEAVIEW, SEAVIEW ROAD, PORT ELIZABETH"
"PORT ELIZABETH","SEAVIEW","DA GAMA STREET","-34.013502","25.363831","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300040","10480014","SEAVIEW COMMUNITY CENTRE","SEAVIEW, DA GAMA STREET, PORT ELIZABETH"
"DESPATCH","DESPATCH","SIBRA MKONTO STREET","-33.817841","25.456754","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300041","10080010","KHAYAMNANDI COMMUNITY CENTRE","DESPATCH, SIBRA MKONTO STREET, DESPATCH"
"DESPATCH","DALEVIEW","OOIEVAAR CRESCENT","-33.81717","25.462971","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300041","10080021","DESPATCH PRIMARY SCHOOL","DALEVIEW, OOIEVAAR CRESCENT, DESPATCH"
"DESPATCH","DALEVIEW","HOOG STREET","-33.810473","25.468565","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300041","10080076","DALEVIEW COMMUNITY HALL","DALEVIEW, HOOG STREET, DESPATCH"
"DESPATCH","DESPATCH","CHIEF ALBERT LUTHULI STR","-33.821695","25.459773","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300041","10080087","ZANOLWAZI HIGH SCHOOL","DESPATCH, CHIEF ALBERT LUTHULI STR, DESPATCH"
"GQEBERHA","JOE SLOVO","MELUMZI STREET","-33.828528","25.511196","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300041","10080098","JOE SLOVO COMMUNITY HALL","JOE SLOVO, MELUMZI STREET, GQEBERHA"
"GQEBERHA","PERSEVERENCE","BLA 21 MAZIZINI STREET","-33.83216","25.51897","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300041","10080122","BYLAND PRE SCHOOL","PERSEVERENCE, BLA 21 MAZIZINI STREET, GQEBERHA"
"GQEBERHA","JOE SLOVO","94 KHUBONI STREET","-33.820868","25.492983","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300041","10080133","CHRIST EMBASSY CHURCH","JOE SLOVO, 94 KHUBONI STREET, GQEBERHA"
"UITENHAGE","KWANOBUHLE AREA 8","1ST AVENUE","-33.831489","25.386092","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300042","10300015","MOLLY BLACKBURN SCHOOL","KWANOBUHLE AREA 8, 1ST AVENUE, UITENHAGE"
"UITENHAGE","KWANOBUHLE AREA 8","10TH AVENUE","-33.828769","25.376855","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300042","10300026","NOKWEZI SCHOOL","KWANOBUHLE AREA 8, 10TH AVENUE, UITENHAGE"
"UITENHAGE","KWANOBUHLE","1 FREEMANTLE ROAD","-33.830479","25.398032","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300042","10300037","PHINDUBUYE SCHOOL","KWANOBUHLE, 1 FREEMANTLE ROAD, UITENHAGE"
"UITENHAGE","KWANOBUHLE","PONANA TINI ROAD","-33.825562","25.391632","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300043","10300048","MAGQABI SCHOOL","KWANOBUHLE, PONANA TINI ROAD, UITENHAGE"
"UITENHAGE","KWANOBUHLE AREA 6","MBENGO STREET","-33.824528","25.386435","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300043","10300059","SIKHOTHINA SCHOOL","KWANOBUHLE AREA 6, MBENGO STREET, UITENHAGE"
"UITENHAGE","KWANOBUHLE  HOLOMISA AREA","CNR MATOMELA & ZINGELA STREET","-33.82465","25.36961","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300043","10300060","HOLOMISA APOSTOLIC FAITH MISSION","KWANOBUHLE  HOLOMISA AREA, CNR MATOMELA & ZINGELA STREET, UITENHAGE"
"UITENHAGE","KWANOBUHLE AREA 7","126 PITYANA STREET","-33.822077","25.397778","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300043","10300082","UNITED METHODIST CHURCH","KWANOBUHLE AREA 7, 126 PITYANA STREET, UITENHAGE"
"UITENHAGE","KWANOBUHLE AREA 7","MONDILE STREET","-33.821677","25.404134","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300044","10300071","PHAPHANI SCHOOL","KWANOBUHLE AREA 7, MONDILE STREET, UITENHAGE"
"KARIEGA","KWANOBUHLE","CNR MAHLAHLA & MAJOMBOZI STREE","-33.82058","25.39181","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300044","10300093","HOMBAKAZI PRIMARY SCHOOL","KWANOBUHLE, CNR MAHLAHLA & MAJOMBOZI STREE, KARIEGA"
"UITENHAGE","KWANOBUHLE AREA 1","MATANZIMA STREET","-33.804759","25.394084","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300044","10300105","BABS MADLAKANE HALL","KWANOBUHLE AREA 1, MATANZIMA STREET, UITENHAGE"
"UITENHAGE","KWANOBUHLE AREA 1","JOLOBE AVE","-33.803534","25.387204","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300044","10300149","MTHONJENI SCHOOL","KWANOBUHLE AREA 1, JOLOBE AVE, UITENHAGE"
"UITENHAGE","KWANOBUHLE AREA 9","BANTOM STREET","-33.805712","25.371795","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300045","10300116","TANDUXOLO SCHOOL","KWANOBUHLE AREA 9, BANTOM STREET, UITENHAGE"
"UITENHAGE","KWANOBUHLE AREA 3","LIKHONDE STREET","-33.812667","25.376043","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300045","10300127","MJULENI SCHOOL","KWANOBUHLE AREA 3, LIKHONDE STREET, UITENHAGE"
"UITENHAGE","KWANOBUHLE","GXOWA STREET","-33.80832","25.37544","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300045","10300408","MABANDLA PRE SCHOOL","KWANOBUHLE, GXOWA STREET, UITENHAGE"
"UITENHAGE","KWANOBUHLE/GUNGULUZA","NTAKOMLILO STREET","-33.81514","25.36295","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300045","10300420","NTAKOMLILO CHURCH","KWANOBUHLE/GUNGULUZA, NTAKOMLILO STREET, UITENHAGE"
"KARIEGA","KWALANGA","17 ALEXANDER STREET","-33.82205","25.349494","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","29300045","10300442","NEW LIFE MINISTRIES CHURCH","KWALANGA, 17 ALEXANDER STREET, KARIEGA"
